gen_name|original_name|last|lastSz|askPx|askSz|bidPx|bidSz|open24h|high24h|low24h|volCcy24h|vol24h|ts|sodUtc0|sodUtc8|alias|baseCcy|category|ctMult|ctType|ctVal|ctValCcy|expTime|instFamily|instType_y|lever|listTime|lotSz|maxIcebergSz|maxLmtAmt|maxLmtSz|maxMktAmt|maxMktSz|maxStopSz|maxTriggerSz|maxTwapSz|minSz|optType|quoteCcy|settleCcy|state|stk|tickSz|uly
CHZUSDC|CHZ-USDC|0.10133|5000|0.10129|987.6585|0.1012|12176.6149|0.10063|0.10245|0.09854|16816.882006894|166388.8072|1707816696910|0.10179|0.1004||CHZ|1|||||||SPOT|5|1655787830000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.00001|
LTCUSDC|LTC-USDC|72.67|2.7|72.66|1.9687|72.65|18.590509|70.81|73.43|70.3|188503.77618231|2607.780778|1707816697411|72.86|72.24||LTC|1|||||||SPOT|10|1585176747000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDC||live||0.01|
BTCUSDC|BTC-USDC|50103|0.00475826|50105|0.00058924|50104.9|0.81996141|48046.7|50402|47712.6|113100919.372338878|2285.00189548|1707816698110|49937.9|49934.9||BTC|1|||||||SPOT|10|1585176747000|0.00000001|9999999999.0000000000000000|20000000|9999999999|1000000|1000000|1000000|9999999999.0000000000000000|9999999999.0000000000000000|0.00001||USDC||live||0.1|
WSMUSDT|WSM-USDT|0.00777|58364|0.00778|37594.06|0.00777|245.64|0.00789|0.0083|0.0075|834658.8220043|106005955.42|1707816695104|0.00803|0.00796||WSM|1|||||||SPOT|5|1695697261000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.00001|
RDNTUSDT|RDNT-USDT|0.3025|924.897|0.3026|492.553|0.3025|8565.455|0.286|0.304|0.283|1483715.3113975|5011498.041|1707816695814|0.3017|0.2926||RDNT|1|||||||SPOT|5|1679379214000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
CFGUSDT|CFG-USDT|0.6465|38.74|0.6476|36|0.6468|231.876272|0.6224|0.7193|0.6036|771230.1754321248|1178036.626869|1707816692511|0.6275|0.654||CFG|1|||||||SPOT||1626310800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
CELUSDT|CEL-USDT|0.199|701.571856|0.1995|178.045523|0.1992|502.008032|0.1971|0.2153|0.1926|343180.1665396858|1687583.729838|1707816698110|0.1999|0.1995||CEL|1|||||||SPOT|3|1618290083000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
PITUSDT|PIT-USDT|0.000000000442|1740142242|0.000000000445|21761305139|0.000000000441|337457817772|0.000000000427|0.00000000053|0.000000000426|250355.83720341413|516643826613214|1707816697705|0.000000000455|0.000000000449||PIT|1|||||||SPOT||1648532055000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|300000000000|300000000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10000000000||USDT||live||0.000000000001|
BTCUSDT|BTC-USDT|50097.8|0.15375198|50097.9|0.30500803|50097.8|0.88445666|48052.1|50385.1|47705.7|763080059.083120336|15406.00396204|1707816698110|49919.9|49917.3||BTC|1|||||||SPOT|10|1548133413000|0.00000001|9999999999.0000000000000000|20000000|9999999999|1000000|1000000|1000000|9999999999.0000000000000000|9999999999.0000000000000000|0.00001||USDT||live||0.1|
WOOUSDT|WOO-USDT|0.404|0.000004|0.404|3730|0.4039|1084.831821|0.3745|0.4154|0.37|1743144.9939876942|4360629.619768|1707816680314|0.4044|0.3964||WOO|1|||||||SPOT|5|1639550836000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
RACAUSDT|RACA-USDT|0.0001575|58649|0.0001575|438960.888|0.0001574|697733.955|0.0001536|0.0001592|0.000152|478388.678218134|3070407065.438|1707816660016|0.0001584|0.0001558||RACA|1|||||||SPOT|5|1638857971000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|1000||USDT||live||0.0000001|
CETUSUSDT|CETUS-USDT|0.13845|940.152|0.13845|3.1045|0.1384|111.5241|0.12685|0.13971|0.12618|5301169.622073053|39344025.0293|1707816694403|0.13496|0.13688||CETUS|1|||||||SPOT|3|1683708147000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|100||USDT||live||0.00001|
CONVUSDT|CONV-USDT|0.000939|11794.33406|0.000944|1392.72397|0.00094|2838.58539|0.00097|0.00105|0.000925|159843.89222344171|166019400.95721|1707816694104|0.000943|0.000976||CONV|1|||||||SPOT||1616679900000|0.00001|9999999999999.0000000000000000|20000000|9999999999999|1000000|999999|999999|9999999999999.0000000000000000|9999999999999.0000000000000000|100||USDT||live||0.000001|
AVAXBTC|AVAX-BTC|0.0008234|1.7617|0.0008265|4|0.0008257|19.6992|0.0008083|0.0008311|0.0008029|2.36969970088|2891.5866|1707816694204|0.000825|0.0008029||AVAX|1|||||||SPOT|3|1600738200000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||BTC||live||0.0000001|
ARGUSDT|ARG-USDT|1.647|3.9985|1.646|78.1975|1.633|288.4256|1.677|1.7|1.596|104884.7796325|64043.6067|1707816680904|1.617|1.651||ARG|1|||||||SPOT||1663915767000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDT||live||0.001|
SISUSDT|SIS-USDT|0.3537|114.08019|0.3537|396.677547|0.352|15.244717|0.3494|0.3552|0.3474|81390.6871199081|230085.643167|1707816697504|0.3537|0.3525||SIS|1|||||||SPOT||1639638238000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ACHUSDT|ACH-USDT|0.01945|514.83|0.01948|13460.53|0.01947|195674.25|0.01831|0.01952|0.01812|164979.5519898|8789181.35|1707816695713|0.01932|0.01894||ACH|1|||||||SPOT||1682050337000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.00001|
APEUSDT|APE-USDT|1.507|321.459835|1.507|543.779761|1.506|2323.168908|1.44|1.51|1.418|2845638.103461973|1935517.537401|1707816698013|1.477|1.463||APE|1|||||||SPOT|5|1647508809000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
ILVUSDT|ILV-USDT|94.79|1.257565|94.87|1.3|94.81|2.6|93.66|97.9|92.35|691272.2946344|7289.32553|1707816693512|93.5|97.4||ILV|1|||||||SPOT||1630986413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
ZBCUSDT|ZBC-USDT|0.01001|209.077209|0.01002|156.996617|0.01|20379.011885|0.00983|0.01023|0.00977|337890.45645721405|33542970.588175|1707816695011|0.01008|0.01006||ZBC|1|||||||SPOT||1647403807000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|999999|999999|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
ZETAUSDT|ZETA-USDT|2.3433|34.409|2.3433|34.186|2.3424|68.958|1.671|2.4333|1.6481|45257294.8570721|22049015.576|1707816697903|2.0704|1.9964||ZETA|1|||||||SPOT|5|1706603650000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
REVVUSDT|REVV-USDT|0.01186|100|0.0119|5300|0.01187|807.585862|0.01125|0.01234|0.01108|59583.83209061406|5070687.572177|1707816694911|0.01185|0.01117||REVV|1|||||||SPOT||1629873979000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
BIGTIMEUSDT|BIGTIME-USDT|0.4191|802.66|0.4194|26|0.4193|1995.66|0.3905|0.4366|0.372|14562870.267515|35917554.19|1707816698211|0.4148|0.4039||BIGTIME|1|||||||SPOT|5|1696920782000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||USDT||live||0.0001|
METISUSDT|METIS-USDT|91.76|1.860921|91.75|4.541266|91.67|2.175|85.73|94|83.81|5684898.77496793|63121.474729|1707816694906|92.7|89.41||METIS|1|||||||SPOT|5|1644471448000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
UNIUSDC|UNI-USDC|6.807|1.2062|6.812|78.0709|6.806|128.7715|6.547|6.877|6.485|60143.7553065|8954.088|1707816698103|6.845|6.698||UNI|1|||||||SPOT|5|1653975320000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.001|
LOOKSUSDT|LOOKS-USDT|0.07689|299.744149|0.0769|8094.497432|0.07686|2550|0.07286|0.07752|0.07221|1365983.88248470064|18087549.879085|1707816693509|0.07675|0.07498||LOOKS|1|||||||SPOT|5|1642063292000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
APEUSDC|APE-USDC|1.51|1|1.507|132.7384|1.505|1606.3468|1.442|1.51|1.419|100154.2288496|67964.2345|1707816686304|1.48|1.463||APE|1|||||||SPOT|5|1653286331000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.001|
ATOMBTC|ATOM-BTC|0.0002005|0.0001|0.0002007|152.1711|0.0002004|628.8091|0.0002014|0.0002018|0.0001967|2.45678264656|12335.1695|1707816695706|0.0001986|0.0001972||ATOM|1|||||||SPOT|5|1548133413000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||BTC||live||0.0000001|
ADAUSDC|ADA-USDC|0.5568|195.9085|0.5572|3196.6211|0.5569|897.8267|0.5372|0.5659|0.5308|222700.27152537|402537.2216|1707816692413|0.5593|0.5567||ADA|1|||||||SPOT|10|1653286331000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
DYDXEUR|DYDX-EUR|2.784|14.49|2.839|277.749889|2.833|44.149727|2.784|2.784|2.784|0|0|1707816694104|2.784|2.784||DYDX|1|||||||SPOT||1700539798000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||EUR||live||0.001|
IDUSDT|ID-USDT|0.5901|52.198|0.5898|1146.79|0.5896|503.676|0.6029|0.629|0.5866|4902972.9163818|8056246.177|1707816697303|0.617|0.6136||ID|1|||||||SPOT|5|1681960918000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
GHSTUSDT|GHST-USDT|0.993|31.548233|0.994|365.908883|0.988|329.917109|1.004|1.07|0.978|167270.69480426|164512.861529|1707816694509|1.007|1.017||GHST|1|||||||SPOT||1602561620000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.001|
TIAUSDT|TIA-USDT|19.718|26.0492|19.719|10.3141|19.71|487.3376|18.942|20.042|18.742|8271303.9148759|423243.6406|1707816698014|19.695|19.689||TIA|1|||||||SPOT|5|1698774364000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||USDT||live||0.001|
KCALUSDT|KCAL-USDT|0.1441|651.927|0.1446|76.4708|0.144|492.0991|0.1426|0.1456|0.1419|53087.73472389|369356.5165|1707816690510|0.1442|0.1431||KCAL|1|||||||SPOT||1668139781000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDT||live||0.0001|
DIAUSDT|DIA-USDT|0.445|117.7185|0.445|22.166044|0.4443|1455.514554|0.4325|0.4588|0.4276|119433.5487674741|266753.78489|1707816690707|0.4509|0.453||DIA|1|||||||SPOT||1597723200000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ADAUSDT|ADA-USDT|0.5565|10.0133|0.5569|5655.6935|0.5568|897.8731|0.5368|0.5659|0.5307|10465945.07899016|18880508.9566|1707816697304|0.5591|0.5562||ADA|1|||||||SPOT|10|1548133413000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDT||live||0.0001|
ALPHAUSDT|ALPHA-USDT|0.102|245.337408|0.1022|1399.021372|0.102|34259.677056|0.0988|0.1027|0.0969|90039.7889897156|893084.209098|1707816687208|0.1018|0.0997||ALPHA|1|||||||SPOT||1614834000000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
SHIBUSDT|SHIB-USDT|0.000009601|34027127|0.000009603|127500000|0.000009601|63750000|0.00000928|0.000009739|0.000009215|4496245.050031284|472011127285|1707816697009|0.000009618|0.000009425||SHIB|1|||||||SPOT|5|1620452410000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000||USDT||live||0.000000001|
RSS3USDT|RSS3-USDT|0.1404|244.750988|0.1405|172.982241|0.1403|90.681562|0.1374|0.1436|0.1336|1670559.7196678552|11959574.820634|1707816697831|0.142|0.1373||RSS3|1|||||||SPOT|3|1644810506000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ADAETH|ADA-ETH|0.0002099|417|0.0002093|1994|0.0002089|4782|0.000216|0.0002188|0.0002083|10.7813423|50879|1707816691604|0.0002099|0.0002188||ADA|1|||||||SPOT||1548133413000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||ETH||live||0.0000001|
SNTUSDT|SNT-USDT|0.03941|252.538196|0.03942|6500|0.0394|5172.882299|0.03881|0.03986|0.03849|233141.30577799084|5922508.338622|1707816689509|0.03971|0.0393||SNT|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
AZYUSDT|AZY-USDT|0.00611|790|0.00612|3383.7102|0.0061|1288.3956|0.00589|0.00635|0.00588|50384.785445318|8277269.4763|1707816664514|0.00598|0.00606||AZY|1|||||||SPOT||1658473539000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|100||USDT||live||0.00001|
AERGOUSDT|AERGO-USDT|0.1321|313.922471|0.1325|748.619697|0.1321|209.389524|0.1313|0.1337|0.1303|10069.7625753855|76173.943426|1707816660014|0.1336|0.1332||AERGO|1|||||||SPOT||1595456951000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
BTCEURT|BTC-EURT|46602|0.00019644|46631.5|0.02395404|46569.9|0.01796298|44699.1|47066.6|44382.8|5128.929938106|0.11168352|1707816687112|46572.2|46047.9||BTC|1|||||||SPOT||1658201420000|0.00000001|9999999999.0000000000000000|20000000|9999999999|1000000|1000000|1000000|9999999999.0000000000000000|9999999999.0000000000000000|0.00001||EURT||live||0.1|
BTCTRY|BTC-TRY|1541202|0.015994249|1540957|0.000999462|1540801|0.035682141|1482120|1549108|1473834|17548309.086071107|11.532749695|1707816681507|1539967|1537195||BTC|1|||||||SPOT||1705545796000|0.000000001|999999999.0000000000000000|20000000|999999999|1000000|1000000|1000000|999999999.0000000000000000|999999999.0000000000000000|0.00001||TRY||live||1|
USDTUSDC|USDT-USDC|1.0002|9.9196|1.0002|216642.3497|1.0001|407994.3196|1.0001|1.0006|0.9997|5475452.94508682|5474326.5498|1707816669811|1.0002|1.0002||USDT|1|||||||SPOT||1675308867000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
FILBTC|FIL-BTC|0.0001103|10|0.0001103|131|0.0001101|299|0.0001094|0.0001104|0.0001074|2.4142683|22157|1707816697904|0.0001094|0.0001075||FIL|1|||||||SPOT|5|1606950000000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|1||BTC||live||0.0000001|
CFXUSDT|CFX-USDT|0.2262|260.848806|0.2261|5625|0.226|8093.423506|0.2167|0.2289|0.2134|7698721.8799556966|34740222.0697|1707816696404|0.2239|0.2193||CFX|1|||||||SPOT|10|1614718800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
OKTUSDT|OKT-USDT|17.07|0.585823|17.07|20.677412|17.05|46.04094|16.81|17.42|16.77|619841.90298698|36176.688365|1707816693704|17.22|17.21||OKT|1|||||||SPOT||1611012701000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.01|
ERNUSDT|ERN-USDT|2.237|14.049906|2.247|6.214538|2.246|68.716576|2.177|2.278|2.119|35463.429489912|15959.779886|1707816694407|2.269|2.196||ERN|1|||||||SPOT||1629699284000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
UNIUSDT|UNI-USDT|6.809|1.154368|6.81|71.805179|6.809|40.95528|6.546|6.878|6.48|3569491.446143341|530313.691433|1707816698104|6.838|6.69||UNI|1|||||||SPOT|5|1600280910000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
PEPEUSDT|PEPE-USDT|0.000001108|247085662|0.000001108|2705676597|0.000001107|4964562513|0.000000996|0.000001133|0.000000986|9391561.113055172|8737995364635|1707816696407|0.000001079|0.000001025||PEPE|1|||||||SPOT|5|1682914523000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|1000000||USDT||live||0.000000001|
CRVEUR|CRV-EUR|0.4823|304.878473|0.4806|333.597833|0.4796|256.868358|0.4666|0.4823|0.4666|1337.5447531166|2774.892406|1707816690811|0.482|0.4821||CRV|1|||||||SPOT||1700539798000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||EUR||live||0.0001|
ACAUSDT|ACA-USDT|0.1191|139.624628|0.1193|170|0.1189|2513.38783|0.1173|0.1241|0.1148|676695.7689297012|5691857.925652|1707816694704|0.1212|0.1186||ACA|1|||||||SPOT||1643100129000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
EMUSDT|EM-USDT|0.000851|121323.96407|0.000852|136.62654|0.000851|3815.58086|0.000817|0.000856|0.00081|271889.61529165325|323335605.9263|1707816669513|0.000849|0.000848||EM|1|||||||SPOT||1548133413000|0.00001|9999999999999.0000000000000000|20000000|9999999999999|1000000|999999|999999|9999999999999.0000000000000000|9999999999999.0000000000000000|100||USDT||live||0.000001|
REPUSDT|REP-USDT|0.913|15.447177|0.921|85.220661|0.913|306.736246|0.91|0.925|0.873|78091.246894459|87327.146812|1707816698009|0.893|0.891||REP|1|||||||SPOT||1599778800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
LEASHUSDT|LEASH-USDT|269.7|0.023569|271.5|0.01178|270.1|0.245029|260.2|279.6|260.2|30657.7892802|113.121745|1707816692404|274.2|266.6||LEASH|1|||||||SPOT||1636093910000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.1|
SHIBUSDC|SHIB-USDC|0.000009598|20208316|0.00000961|89834638|0.000009599|94408335|0.000009262|0.00000973|0.000009224|122398.902149872|12854414448|1707816689709|0.000009638|0.000009432||SHIB|1|||||||SPOT||1653286331000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000||USDC||live||0.000000001|
CQTUSDT|CQT-USDT|0.2046|25.377552|0.2052|269.001884|0.2046|54.927402|0.2118|0.2134|0.2004|125882.7563849067|608452.023588|1707816691707|0.2047|0.202||CQT|1|||||||SPOT||1624410000000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
TUPUSDT|TUP-USDT|0.02229|2826.706203|0.02241|6655.321817|0.02229|621.945801|0.02184|0.02264|0.02166|18811.09750148487|848431.631911|1707816695609|0.02239|0.02236||TUP|1|||||||SPOT||1601448516000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
OKTUSDC|OKT-USDC|17.14|2.2|17.1|68.29122|17.05|9.6|16.82|17.42|16.82|14335.18553555|834.821538|1707816682004|17.37|17.22||OKT|1|||||||SPOT||1656388045000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDC||live||0.01|
THETAUSDT|THETA-USDT|1.0831|143.432947|1.0831|655.826094|1.0828|367.5|1.0215|1.0889|1.009|1175975.8196414965|1104347.835246|1707816695007|1.0765|1.0429||THETA|1|||||||SPOT|5|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
HBARUSDT|HBAR-USDT|0.08194|1627.470246|0.08196|9183.662124|0.08194|2048.517594|0.07687|0.08233|0.07621|3184914.04913036273|39898402.235518|1707816698106|0.07962|0.07851||HBAR|1|||||||SPOT|5|1568679563000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
CLVUSDT|CLV-USDT|0.05362|500|0.05424|900|0.05387|3715.193018|0.05014|0.05456|0.04972|62830.42167914842|1217213.795818|1707816697414|0.0517|0.05111||CLV|1|||||||SPOT||1627534800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
BTTUSDT|BTT-USDT|0.0000009862|52|0.0000009869|375000000|0.0000009862|237052346|0.0000009724|0.0000010091|0.0000009601|1868875.8046633347|1892798130206|1707816696015|0.0000010063|0.0000009926||BTT|1|||||||SPOT||1643262023000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|1000000||USDT||live||0.0000000001|
SUSHIEUR|SUSHI-EUR|1.0544|266.7737|1.1039|156.1348|1.1014|96.0026|1.0544|1.0544|1.0544|0|0|1707816674705|1.0544|1.0544||SUSHI|1|||||||SPOT||1700049700000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||EUR||live||0.0001|
SUSHIUSDT|SUSHI-USDT|1.1866|0.000001|1.1873|695.839419|1.1866|24.28636|1.1291|1.1987|1.1065|1593000.6267779022|1364910.489927|1707816693613|1.1813|1.1436||SUSHI|1|||||||SPOT|5|1598919600000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
LINKUSDC|LINK-USDC|20.183|2.4731|20.189|12.4729|20.17|15.8748|20.159|20.85|19.881|158103.2810889|7740.8482|1707816694707|20.515|20.299||LINK|1|||||||SPOT|10|1654585175000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||USDC||live||0.001|
LTCUSDT|LTC-USDT|72.65|1.68896|72.65|0.19804|72.64|22.512466|70.79|73.44|70.26|15219081.13762814|210377.373657|1707816697308|72.83|72.21||LTC|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
BETHETH|BETH-ETH|0.9988|0.00544|0.9989|0.376565|0.9988|369.748226|0.9996|0.9996|0.9987|9844.7228480378|9851.299157|1707816674704|0.9994|0.9994||BETH|1|||||||SPOT||1608678028000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.001||ETH||live||0.0001|
ICXUSDT|ICX-USDT|0.227|265|0.228|10000|0.2271|2980.93281|0.2222|0.2297|0.219|67320.2383470287|297407.528914|1707816687906|0.229|0.2241||ICX|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
STARLUSDT|STARL-USDT|0.000002984|1980201|0.000002988|2495896|0.000002986|295319553|0.000002873|0.000003022|0.000002826|769953.384639114|261100593482|1707816697011|0.000002993|0.000002944||STARL|1|||||||SPOT|3|1635146385000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|1000000||USDT||live||0.000000001|
AGIXUSDT|AGIX-USDT|0.3122|60|0.3124|3987.185|0.3123|23.268|0.2936|0.3152|0.291|636060.7629985|2076424.377|1707816698209|0.3094|0.2992||AGIX|1|||||||SPOT|5|1700803863000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
