gen_name|original_name|last|lastSz|askPx|askSz|bidPx|bidSz|open24h|high24h|low24h|volCcy24h|vol24h|ts|sodUtc0|sodUtc8|alias|baseCcy|category|ctMult|ctType|ctVal|ctValCcy|expTime|instFamily|instType_y|lever|listTime|lotSz|maxIcebergSz|maxLmtAmt|maxLmtSz|maxMktAmt|maxMktSz|maxStopSz|maxTriggerSz|maxTwapSz|minSz|optType|quoteCcy|settleCcy|state|stk|tickSz|uly
LDOUSDT|LDO-USDT|3.134|52.8929|3.134|459.8259|3.132|1958.5474|2.86|3.15|2.828|4342915.6172892|1422557.497|1707816694911|3.125|2.968||LDO|1|||||||SPOT|5|1662085641000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
TRAUSDT|TRA-USDT|0.86|42|0.861|69.512313|0.858|16.627998|0.852|0.864|0.851|46713.587463562|54534.692217|1707816693004|0.857|0.855||TRA|1|||||||SPOT||1617966991000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
MATICBTC|MATIC-BTC|0.00001755|1.0546|0.00001759|10871.0482|0.00001756|1292.5772|0.00001718|0.00001769|0.00001712|2.981160234394|171345.5181|1707816682509|0.00001763|0.00001723||MATIC|1|||||||SPOT||1666675534000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|999999|999999|99999999999999.0000000000000000|99999999999999.0000000000000000|1||BTC||live||0.00000001|
FETUSDT|FET-USDT|0.6744|34|0.6745|27.732|0.6743|315|0.6362|0.6869|0.6225|1542573.2448915|2343610.651|1707816695104|0.6676|0.6445||FET|1|||||||SPOT|5|1700803863000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
LINKEUR|LINK-EUR|19.284|12.821243|18.758|15.966122|18.725|13.87705|18.88|19.284|18.671|3575.97520391|188.814648|1707816694513|19.284|18.963||LINK|1|||||||SPOT||1700539798000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||EUR||live||0.001|
AAVEUSDC|AAVE-USDC|90|0.3|90.25|10.532|90.13|2.654|85.91|91.41|85.28|31251.78891|348.1229|1707816694104|91.07|88.08||AAVE|1|||||||SPOT|5|1654585175000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.01||USDC||live||0.01|
NMRUSDT|NMR-USDT|25.17|0.383951|25.21|1.759694|25.17|6.927707|24.88|25.48|24.6|416260.20141872|16630.723445|1707816697903|25.43|24.93||NMR|1|||||||SPOT|5|1599778808000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.01|
UTKUSDT|UTK-USDT|0.0811|123.304562|0.0811|4512.786346|0.0808|3273.739709|0.0788|0.082|0.0776|15663.7696600482|194766.208998|1707816698012|0.0808|0.0794||UTK|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.0001|
TONUSDT|TON-USDT|2.214|1|2.215|633.8395|2.214|846.7103|2.092|2.252|2.076|11789276.7417278|5402214.1305|1707816696605|2.207|2.188||TON|1|||||||SPOT|5|1651204987000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
DOGEUSDC|DOGE-USDC|0.08263|6068.52|0.08266|1743.75|0.08265|1743.75|0.08002|0.08302|0.07948|390910.7677602|4782340.9|1707816695604|0.08229|0.08156||DOGE|1|||||||SPOT|10|1653286331000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||USDC||live||0.00001|
AAVEUSDT|AAVE-USDT|90.28|0.0875|90.19|5.775202|90.16|2.8875|86.1|91.38|85.06|2624251.80172483|29387.921492|1707816697909|90.85|88.34||AAVE|1|||||||SPOT|5|1603317639000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
LONUSDT|LON-USDT|0.678|41.138934|0.679|315.003357|0.678|265.2233|0.679|0.682|0.676|23435.93730127|34517.525552|1707816695011|0.68|0.679||LON|1|||||||SPOT||1608658200000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.001|
TRBUSDT|TRB-USDT|127.07|0.084966|127.08|0.025463|127.07|16.061432|119.56|132.48|117.5|6276572.80923493|50064.14402|1707816697313|123.42|120.19||TRB|1|||||||SPOT|5|1598569262000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
MATICUSDT|MATIC-USDT|0.8805|5.326188|0.8806|3534.99117|0.8805|1612.253092|0.8257|0.8858|0.8181|12256959.1742403048|14227486.458555|1707816694404|0.8796|0.8603||MATIC|1|||||||SPOT|10|1617008400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
SWEATUSDT|SWEAT-USDT|0.010412|961.15|0.010413|4765.45|0.010412|3147.31|0.010299|0.010487|0.01019|146466.48436631|14143638.38|1707816671606|0.010398|0.010303||SWEAT|1|||||||SPOT|3|1663052031000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.000001|
DOGEUSDT|DOGE-USDT|0.08264|2403.159579|0.08265|98552.696531|0.08264|23908.606518|0.08003|0.083|0.07943|21845345.43270275522|266864334.984331|1707816697922|0.08224|0.08155||DOGE|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
YFIIUSDT|YFII-USDT|955|0.038534|955.3|0.2525|954.5|0.2025|939.5|992.8|922.3|2749600.2240642|2876.323613|1707816690204|970.3|936.2||YFII|1|||||||SPOT||1598569254000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.001||USDT||live||0.1|
SOLUSDC|SOL-USDC|114.46|1.74733|114.47|8.899033|114.46|0.000005|105.42|115.19|103.43|4763553.52828241|43122.294667|1707816692509|111.73|108.94||SOL|1|||||||SPOT|10|1653286331000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDC||live||0.01|
BICOUSDT|BICO-USDT|0.3967|29.084106|0.3967|487.5|0.3966|50.734041|0.39|0.3977|0.3853|330504.040079571|845266.675861|1707816697411|0.3896|0.3884||BICO|1|||||||SPOT|3|1638350839000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
MATICUSDC|MATIC-USDC|0.8804|333.2224|0.8807|541.3469|0.8806|1521.8127|0.8264|0.886|0.8184|670590.32680947|776147.27|1707816689714|0.8801|0.861||MATIC|1|||||||SPOT|10|1653975320000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
XRPUSDT|XRP-USDT|0.5294|1.360187|0.5294|58355.894047|0.5293|2.885944|0.5187|0.538|0.5144|27003111.1765096672|51094137.728933|1707816697607|0.5315|0.5277||XRP|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
ENSUSDT|ENS-USDT|22.311|2.695263|22.316|8.625|22.311|18.077766|21.99|23.36|21.23|9981871.626460752|447047.538875|1707816697604|22.568|22.098||ENS|1|||||||SPOT|5|1636418921000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
LPTUSDT|LPT-USDT|7.689|23.876499|7.687|28.107191|7.683|6.040587|7.5|7.754|7.38|437338.215649269|57402.246256|1707816697609|7.697|7.65||LPT|1|||||||SPOT|5|1617354075000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
BNBUSDT|BNB-USDT|326.9|0.20249|326.9|32.11439|326.8|1.244415|317.3|332.4|315.7|7823673.5319351|24142.23015|1707816698203|328|322.2||BNB|1|||||||SPOT|5|1671540758000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.1|
CHZBTC|CHZ-BTC|0.000002023|1698|0.000002022|4843|0.00000202|4000|0.000002091|0.000002091|0.000002007|2.273151722|1121881|1707816685609|0.000002035|0.00000201||CHZ|1|||||||SPOT|3|1614754800000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||BTC||live||0.000000001|
PRQUSDT|PRQ-USDT|0.1718|291.036088|0.1719|1361.636801|0.1708|5269.255752|0.1693|0.1768|0.1671|157315.8363865194|910381.201096|1707816660014|0.1714|0.1756||PRQ|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
SPELLUSDT|SPELL-USDT|0.0005798|9981.08168|0.0005793|26686.06437|0.0005786|9594.59488|0.0005681|0.0005951|0.0005505|313410.497673313004|548215705.67446|1707816698202|0.0005777|0.0005727||SPELL|1|||||||SPOT||1634282681000|0.00001|9999999999999.0000000000000000|20000000|9999999999999|1000000|1000000|1000000|9999999999999.0000000000000000|9999999999999.0000000000000000|100||USDT||live||0.0000001|
OMIUSDT|OMI-USDT|0.000752|58507.529|0.000753|179153.148|0.000752|1944945.065|0.000746|0.00077|0.000737|172942.216699207|229423467.656|1707816698206|0.000764|0.000769||OMI|1|||||||SPOT||1627898400000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|1000||USDT||live||0.000001|
BNBUSDC|BNB-USDC|326.8|0.540069|326.9|0.424937|326.8|0.612182|317.5|331.5|315.8|135363.2283011|416.739428|1707816670006|328.4|322.3||BNB|1|||||||SPOT||1671540758000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDC||live||0.1|
CRVUSDT|CRV-USDT|0.5166|1748.114992|0.5168|975|0.5167|437.159241|0.4945|0.5366|0.4871|6124780.7232040449|11900446.564357|1707816691207|0.5202|0.5049||CRV|1|||||||SPOT|5|1597346595000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ARBUSDT|ARB-USDT|2.0816|165|2.0824|72.7388|2.0821|13.2488|1.9235|2.1089|1.9131|26823526.05342081|13221254.0973|1707816697811|2.0765|2.0059||ARB|1|||||||SPOT|5|1679575630000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.0001|
JPGUSDT|JPG-USDT|0.02202|1751.19|0.02203|212.61|0.02197|2150.87|0.02164|0.02264|0.02148|80810.536985|3674668.59|1707816698111|0.0221|0.02218||JPG|1|||||||SPOT||1695612111000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.00001|
EGLDUSDT|EGLD-USDT|59.77|3.104186|59.77|4.5|59.74|24.051948|56.42|61.15|55.09|2173834.67169335|37112.193627|1707816695613|57.88|57.01||EGLD|1|||||||SPOT|5|1601425800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.01|
WBTCUSDT|WBTC-USDT|49973.6|0.000858|50136.3|0.001041|50030.4|0.001238|48027.4|50248.5|47473.6|260028.3288038|5.268314|1707816693307|50156.3|49798.4||WBTC|1|||||||SPOT||1599973211000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.0001||USDT||live||0.1|
PORUSDT|POR-USDT|2.453|3.7108|2.453|4.7729|2.43|2.551|2.524|2.526|2.387|46573.1227099|18857.4172|1707816698204|2.492|2.489||POR|1|||||||SPOT||1663915767000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
DOSEUSDT|DOSE-USDT|0.00418|38.172025|0.004194|550.37423|0.004181|751.726535|0.004105|0.0045|0.004045|205973.978532801495|48262271.950039|1707816697414|0.004228|0.00416||DOSE|1|||||||SPOT||1635930855000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.000001|
BORAUSDT|BORA-USDT|0.1424|37.9266|0.1435|192.0399|0.1426|172.889|0.1406|0.145|0.1396|33561.75868011|235637.6084|1707816694404|0.144|0.1422||BORA|1|||||||SPOT||1648624377000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDT||live||0.0001|
ASTUSDT|AST-USDT|0.1131|10.756922|0.1134|11.224191|0.1131|3391.370728|0.1097|0.1144|0.1084|16739.9574118375|149564.37747|1707816682813|0.1124|0.1123||AST|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
CRVUSDC|CRV-USDC|0.5167|44.1413|0.5171|1454.4319|0.5166|435.715|0.4959|0.5349|0.4895|62259.67440526|120331.321|1707816697903|0.5213|0.5059||CRV|1|||||||SPOT||1653975320000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
LINKETH|LINK-ETH|0.007568|4.92|0.007598|19.822|0.007569|62.073|0.008139|0.008367|0.007556|14.318712419|1798.922|1707816676212|0.007696|0.007915||LINK|1|||||||SPOT||1548133413000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|0.1||ETH||live||0.000001|
HCUSDT|HC-USDT|0.0899|288.602718|0.0902|527.99961|0.0898|5271.942902|0.09|0.092|0.0882|17854.2437240221|198240.748587|1707816679013|0.09|0.0912||HC|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
NEOUSDT|NEO-USDT|12.036|13.558326|12.04|51.979768|12.037|0.607474|11.701|12.22|11.533|797018.537986321|66386.26352|1707816697807|12.138|11.918||NEO|1|||||||SPOT|5|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
SDUSDT|SD-USDT|1.0242|89.130544|1.0256|58.592402|1.0242|10|1.0272|1.032|1.0116|46172.0155349037|45137.990445|1707816681413|1.0235|1.0225||SD|1|||||||SPOT||1647338743000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
BNTUSDT|BNT-USDT|0.7893|114.06946|0.7904|120.483257|0.7898|397.978078|0.7661|0.8|0.7605|207329.8941862944|263564.811108|1707816697609|0.7966|0.7792||BNT|1|||||||SPOT|3|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
EOSUSDC|EOS-USDC|0.7522|33.5124|0.7521|1335.6236|0.7512|377.3277|0.7288|0.7593|0.7184|27103.15918872|36065.5542|1707816697008|0.7546|0.7433||EOS|1|||||||SPOT||1585176747000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
MRSTUSDT|MRST-USDT|0.002704|17264.3858|0.002705|10729.1471|0.002695|1404.1171|0.002686|0.002807|0.002599|78917.0904156995|29318571.1091|1707816689932|0.002721|0.002711||MRST|1|||||||SPOT||1667966214000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|100||USDT||live||0.000001|
CHZUSDT|CHZ-USDT|0.10127|2136.537072|0.10126|2500.178|0.10124|4500|0.09957|0.10243|0.0982|4960628.37745765813|49131136.426145|1707816693610|0.10169|0.10033||CHZ|1|||||||SPOT|5|1614754800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
USDCUSDT|USDC-USDT|0.9999|4269.535987|1|545180.65389|0.9999|478871.528219|1|1.0003|0.9995|19721512.090599309|19724623.969966|1707816697708|0.9996|0.9998||USDC|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
DOTUSDT|DOT-USDT|7.392|2.2|7.392|127.5|7.39|63.85|7.082|7.453|6.979|7688026.56403627|1055233.221268|1707816695807|7.339|7.25||DOT|1|||||||SPOT|10|1598061640000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
RDNTUSDC|RDNT-USDC|0.3021|291.298|0.3028|113.11|0.3025|6661.325|0.286|0.3035|0.2837|16738.4925615|55938.068|1707816695804|0.3026|0.2914||RDNT|1|||||||SPOT||1679379214000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDC||live||0.0001|
MILOUSDT|MILO-USDT|0.00000000651|2186601676|0.00000000653|645369549|0.00000000651|22898149538|0.00000000635|0.00000000658|0.00000000627|39216.99544276608|6101732561347|1707816689912|0.00000000641|0.00000000649||MILO|1|||||||SPOT||1648531576000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|20000000000|20000000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000000||USDT||live||0.00000000001|
GRTUSDC|GRT-USDC|0.1741|346.2432|0.1747|7176.6901|0.1743|1189.9921|0.1655|0.1765|0.1638|18592.87458055|107807.567|1707816695613|0.1753|0.1706||GRT|1|||||||SPOT||1655121032000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
WXTUSDT|WXT-USDT|0.00493|141|0.00493|148.455387|0.00491|5391.628954|0.00489|0.00501|0.00486|12174.87509166003|2471925.976375|1707816660017|0.00494|0.00492||WXT|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
XAUTUSDT|XAUT-USDT|2023|0.02009|2024.9|0.017786|2023.1|0.002653|2021.1|2026|2012.6|47289.3671247|23.423201|1707816683606|2018.9|2012.7||XAUT|1|||||||SPOT||1658201420000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.001||USDT||live||0.1|
POLYDOGEUSDT|POLYDOGE-USDT|0.00000000685|241004712|0.00000000689|16031877113|0.00000000685|342085666|0.00000000627|0.00000000699|0.00000000616|201643.49508595822|30454009079618|1707816660014|0.0000000066|0.00000000683||POLYDOGE|1|||||||SPOT||1636365219000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|25000000000|25000000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000000||USDT||live||0.00000000001|
MINAUSDT|MINA-USDT|1.4006|20.44981|1.4006|356.965|1.4003|127.61332|1.3459|1.4429|1.33|4739035.5260134224|3387097.227228|1707816698211|1.3977|1.4244||MINA|1|||||||SPOT|5|1622508605000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
EOSUSDT|EOS-USDT|0.7515|135.915838|0.7516|525|0.7515|525|0.7285|0.7599|0.7181|5244029.5206794159|7032956.962165|1707816697414|0.7537|0.7416||EOS|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
DOTUSDC|DOT-USDC|7.395|5.450724|7.393|32.1|7.39|67.652722|7.086|7.533|6.981|215096.985119384|29474.331646|1707816698011|7.345|7.255||DOT|1|||||||SPOT|10|1653286331000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDC||live||0.001|
LOOKSUSDC|LOOKS-USDC|0.07686|1322.0361|0.07692|1191.4721|0.0768|5338.5416|0.07293|0.07742|0.07241|6789.15316502|89725.2203|1707816686609|0.07703|0.07481||LOOKS|1|||||||SPOT||1654585199000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.00001|
GMXUSDT|GMX-USDT|42.74|0.4|42.75|8.9863|42.74|0.1171|41.58|44.05|41.08|1017814.154227|23886.5653|1707816696902|43.77|42.27||GMX|1|||||||SPOT|5|1672900108000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||USDT||live||0.01|
SHIBBTC|SHIB-BTC|0.000000000192|7030845|0.000000000192|157863919|0.000000000191|411028670|0.000000000193|0.000000000194|0.000000000189|1.005384716504|5256814270|1707816695711|0.000000000193|0.000000000189||SHIB|1|||||||SPOT||1666675534000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|999999|999999|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000||BTC||live||0.000000000001|
GRTUSDT|GRT-USDT|0.1743|2744.841|0.1744|19215.91775|0.1743|4807.933489|0.1649|0.1769|0.163|1144963.7777709863|6626471.982562|1707816694910|0.1749|0.1701||GRT|1|||||||SPOT|5|1608242400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
PHAUSDT|PHA-USDT|0.1098|12.35111|0.1098|196.385875|0.1096|2139.349396|0.1063|0.11|0.1048|63136.8314654727|584778.413113|1707816676004|0.1079|0.1067||PHA|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
YGGUSDC|YGG-USDC|0.4706|656.095|0.4721|1059.1514|0.4714|1345.4895|0.4505|0.4795|0.4486|26525.91219553|56524.5451|1707816682213|0.472|0.459||YGG|1|||||||SPOT||1658816142000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
SKLUSDT|SKL-USDT|0.0796|162.010932|0.07964|3096.434674|0.07955|7009.738712|0.0773|0.08136|0.07553|208156.47493119023|2615157.586407|1707816687012|0.08035|0.07939||SKL|1|||||||SPOT||1617008400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
MINAUSDC|MINA-USDC|1.4025|83.2341|1.402|195.3497|1.3998|10.6045|1.3485|1.44|1.3339|62864.93371091|44422.3515|1707816694503|1.41|1.42||MINA|1|||||||SPOT||1656388045000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
POLSUSDT|POLS-USDT|0.8311|24.678269|0.8351|106.611321|0.8314|106.741176|0.7958|0.8449|0.7856|91532.6582310984|110606.918099|1707816696213|0.8333|0.8336||POLS|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ARTYUSDT|ARTY-USDT|1.3106|37.512|1.3188|17.788|1.3105|50.127|1.0002|1.459|0.9884|1393479.1986909|1092847.135|1707816698203|1.207|1.1999||ARTY|1|||||||SPOT||1703127777000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|1||USDT||live||0.0001|
WNCGUSDT|WNCG-USDT|0.0802|10.029851|0.0803|1075.833627|0.08|1764.460841|0.0794|0.0805|0.0783|24239.4648949442|304564.380007|1707816671005|0.0797|0.0799||WNCG|1|||||||SPOT||1629158107000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
IOSTUSDT|IOST-USDT|0.008701|2768.647281|0.008701|24814.173883|0.008699|92462.158974|0.008511|0.009014|0.008415|578497.224556179534|66484371.585432|1707816697414|0.008682|0.008591||IOST|1|||||||SPOT|5|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.000001|
LAMBUSDT|LAMB-USDT|0.001721|619.240923|0.00173|5290|0.001721|9990.881471|0.001629|0.001765|0.0016|257795.493507635853|155156895.151692|1707816693214|0.001667|0.001638||LAMB|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|999999|999999|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.000001|
HBARUSDC|HBAR-USDC|0.08209|359|0.08203|10996.0141|0.08194|1328.1717|0.07692|0.08217|0.07637|24009.6610842|301420.59|1707816686008|0.07968|0.07863||HBAR|1|||||||SPOT||1660023540000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.00001|
CELUSDC|CEL-USDC|0.201|74.6269|0.1998|1225|0.1991|1.7236|0.1985|0.2187|0.1938|8347.74013594|40727.2456|1707816681603|0.2009|0.2006||CEL|1|||||||SPOT||1655787830000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
