gen_name|original_name|open|high|low|close|amount|vol|count|bid|bidSize|ask|askSize
BONEUSDT|boneusdt|0.616|0.718|0.6|0.6221|2112312.9656349486|1310265.76389504|29530|0.6185|63.0182|0.6258|220.5535
TRXUSDD|trxusdd|0.125654|0.126777|0.124283|0.125619|1215858.4438459657|152294.34514053|2069|0.125533|940.43|0.125886|481.67
TRXUSDC|trxusdc|0.12561|0.126246|0.123787|0.125589|1457295.52|182549.53222003|1806|0.125503|2243.35|0.125589|259.69
HFTUSDD|hftusdd|0.3346|0.3439|0.3328|0.341|102657.8647|34655.69222499|671|0.3401|296.8461|0.3419|39.3253
ZECUSDT|zecusdt|20.52|21.2|20.42|21.18|230889.700060138|4810788.67351874|34726|21.17|4.9053|21.2|96.8606
SAROSUSDT|sarosusdt|0.007741|0.0084|0.007373|0.008013|108609409.80254583|855179.2679696745|7475|0.007999|49770.0042|0.008101|5369.6776
WINUSDT|winusdt|0.00010093|0.00010254|9.965e-05|9.965e-05|2158056050.1227036|219374.4643130696|1784|9.954e-05|1000000.0|9.976e-05|490161.27
CUDOSUSDT|cudosusdt|0.014076|0.015658|0.014074|0.015545|3032889.0673|44286.16668336549|2705|0.015521|772.7478|0.015567|802.9807
MOVRUSDT|movrusdt|22.9721|23.5896|22.775|23.2529|9386.575854884108|216400.71978887|7851|23.215|34.5464|23.2898|9.7725
KMDUSDT|kmdusdt|0.2871|0.2946|0.2761|0.2812|2393610.108931081|681228.49638708|8414|0.2801|113.0952|0.2826|710.3429
TOXUSDT|toxusdt|0.180365|0.18113|0.1795|0.180003|15590522.381080344|2805640.840975762|22801|0.179634|152.978|0.180352|142.389
DBCUSDT|dbcusdt|0.001817|0.001945|0.001808|0.001882|86948139.55007344|162847.3946376515|3595|0.001868|27838.2757|0.001897|23841.2591
ARDRBTC|ardrbtc|1.76e-06|1.77e-06|1.76e-06|1.77e-06|7406.02|0.0130872715|8|1.74e-06|229.88|1.83e-06|607.61
VLXUSDT|vlxusdt|0.020288|0.021614|0.019503|0.020212|32295319.5599406|664470.4485771967|16471|0.020095|5463.5347|0.020338|9526.4001
ETHUSDC|ethusdc|2558.43|2688.42|2538.74|2659.29|2875.5390612940605|7499680.1632208|35532|2658.51|0.4703|2660.24|0.0575
ZEDUSDT|zedusdt|0.036332|0.037766|0.036322|0.037753|966938.23271933|35721.153243556|663|0.037394|1000.0|0.037755|1000.0
DOVIUSDT|doviusdt|0.3005|0.3477|0.2984|0.3238|1745867.6088013083|538308.73090001|11519|0.3201|37.5|0.3282|56.6288
ETHUSDD|ethusdd|2557.13|2684.88|2540.39|2660.94|266.12883124549955|691148.750959|2581|2660.6|0.0299|2664.51|0.0055
UTKUSDT|utkusdt|0.0794|0.0816|0.0791|0.0807|3446972.975536375|276808.274516|7607|0.0805|1238.24|0.0811|1578.23
HAOUSDT|haousdt|0.001996|0.002005|0.001981|0.001994|212501746.7627|424791.96542145|9430|0.001982|44312.8063|0.002008|6201.895
XECUSDT|xecusdt|3.356e-05|3.441e-05|3.318e-05|3.351e-05|39179763678.86172|1309974.3775142084|31729|3.35e-05|2375661.5|3.354e-05|602298.58
PCIUSDT|pciusdt|0.10919|0.11424|0.10916|0.11282|15100971.450962111|1682095.87241825|17696|0.11258|266.43|0.11307|18100.0
BLDUSDT|bldusdt|0.1527|0.1749|0.1506|0.162|1079522.295453631|171418.65864387|3788|0.1604|1241.5055|0.1645|868.8808
XCNUSDT|xcnusdt|0.001689|0.001738|0.001601|0.001637|1232545621.5427|2027879.3491176942|43210|0.001636|36149.4227|0.00164|23726.0
PEOPLEUSDT|peopleusdt|0.028657|0.029862|0.028346|0.029658|284078826.8718289|8260872.415866837|161316|0.029642|385.2979|0.029678|64573.991
EGLDUSDT|egldusdt|57.0304|61.0619|56.6312|60.0538|15752.032774204476|913795.34542051|22399|59.9863|4.1626|60.1241|22.5925
ORDSUSDT|ordsusdt|0.067136|0.079748|0.06695|0.075122|19772970.38385685|1436428.9450802228|24335|0.074933|651.2961|0.075298|1547.3101
DOGEBTC|dogebtc|1.6349e-06|1.6591e-06|1.6333e-06|1.6518e-06|187916.35769635407|0.310256546692|252|1.6493e-06|930.12|1.652e-06|2815.75
KICKSUSDT|kicksusdt|0.0005193|0.0005669|0.000504|0.0005364|257806718.86741257|134156.48212778184|4547|0.0005365|63511.0151|0.00054|20370.3704
AURORAUSDT|aurorausdt|0.2449|0.2552|0.2427|0.2477|11305.251906997268|2800.201492954623|122|0.2476|117.5548|0.2477|9.9255
HYPEUSDT|hypeusdt|2.64e-05|2.7e-05|2.48e-05|2.52e-05|2344203140.6587543|61571.603230004424|3012|2.52e-05|1374289.526|2.53e-05|2107384.5261
GHSTUSDT|ghstusdt|0.9858|1.0373|0.9593|0.9685|206878.86245891944|205788.95819404|7893|0.962|154.8009|0.9763|78.7032
USTCUSDT|ustcusdt|0.0257|0.0271|0.0257|0.0268|1793365.334399197|46482.87728231|415|0.0267|925.88|0.0268|43306.6815
SUSHIUSDT|sushiusdt|1.1414|1.1973|1.1382|1.1859|2343256.8627919992|2723704.66381468|56131|1.1855|85.5308|1.1864|100.5858
SXPUSDT|sxpusdt|0.3296|0.3367|0.3268|0.3307|465630.1372490807|153813.22146621|3412|0.3308|120.9192|0.331|258.1771
CAKEUSDT|cakeusdt|2.5129|2.6046|2.506|2.5954|91588.93892386755|234260.04925266|5046|2.5931|77.0067|2.5988|77.0067
NEARUSDT|nearusdt|3.2748|3.446|3.241|3.3496|1542530.5419605523|5096139.73130547|88065|3.3491|74.61|3.3502|19.77
TRX3SUSDT|trx3susdt|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0
DUSKUSDT|duskusdt|0.3121|0.3288|0.3105|0.3288|15266257.761795571|4877003.19505572|52888|0.3289|2298.2782|0.329|33.6518
CLVUSDT|clvusdt|0.0512|0.0537|0.0512|0.0535|11556420.1055|604797.7037071|8776|0.0535|1690.8079|0.0537|8164.3628
COQUSDT|coqusdt|1.71e-06|2.19e-06|1.68e-06|1.96e-06|196752303319.1629|370299.5767444072|7176|1.95e-06|371585203.6|1.96e-06|38746979.04
NEARUSDD|nearusdd|3.2718|3.4467|3.2405|3.3485|61070.14|200281.847741|2169|3.3486|51.35|3.3645|12.68
SPELLUSDT|spellusdt|0.000575|0.000596|0.000571|0.000581|56542632.632319644|32694.9623584306|1186|0.00058|3453962.0|0.000582|157167.9533
DYPUSDT|dypusdt|0.0311|0.0312|0.0295|0.0306|3916371.6068|119425.93487571|3750|0.0304|4308.6207|0.0307|2215.4342
FORTHUSDT|forthusdt|3.243|3.3321|3.243|3.2725|1892.7669|6219.11034657|111|3.2888|60.7452|3.2968|30.2325
STETHETH|stetheth|0.9904|1.0048|0.9904|1.0048|0.6688|0.66452082|41|0.9907|1.0399|1.0046|0.3204
FETUSDT|fetusdt|0.6446|0.685|0.6399|0.668|2385007.903549296|1573283.02592994|46159|0.6679|74.5678|0.6701|75.4245
BENJIUSDT|benjiusdt|0.00436|0.0046|0.00428|0.004337|350904644.1119|1522447.4224192863|17680|0.004284|15084.7064|0.004401|5732.6595
GMXUSDT|gmxusdt|42.2828|45.3582|42.0453|42.7513|46705.39940375878|1998166.2019838|55791|42.7351|27.134|42.7661|2.3386
TUSDUSDT|tusdusdt|0.98128|0.98426|0.97501|0.97874|282774.5508|277280.007732967|969|0.97621|947.3893|0.98199|27.9925
POOHUSDT|poohusdt|4.64e-09|4.82e-09|4.53e-09|4.66e-09|236375448625610.1|1090998.1789661485|12037|4.7e-09|27289146957.43|4.72e-09|55101299369.74
ETHUSDT|ethusdt|2557.76|2685.39|2536.74|2660.81|13759.575949061842|35798207.47719556|40049|2660.72|0.012|2660.73|2.0904
XPRTUSDT|xprtusdt|0.4335|0.4338|0.4211|0.4259|87718.35831615925|37622.58560008|1725|0.4236|332.1698|0.4281|55.4104
PYUSDUSDT|pyusdusdt|0.9982|1.0379|0.991|0.9994|541635.367278175|541286.33895479|5564|0.9979|168.5483|1.0013|18.4878
ORCUSDT|orcusdt|0.0384|0.042|0.0376|0.042|715878.9307856115|28310.898390605682|986|0.0417|958.3906|0.042|4806.003514388489
PLUUSDT|pluusdt|4.7847|4.9251|4.7579|4.7946|7836.056|37712.62850086|1692|4.775|5.1174|4.811|4.9678
LITHUSDT|lithusdt|0.000853|0.00092|0.000849|0.000889|73947861.53533445|64912.8764506129|2332|0.000885|80042.8732|0.000896|158359.5501
XFIUSDT|xfiusdt|0.8345|0.85|0.8202|0.847|185453.47884614122|154538.13168777488|4896|0.8425|20.5466|0.85|1592.3384779529413
XNOUSDT|xnousdt|0.000155|0.000155|0.000144|0.000148|3082766035.4359713|461035.3263433098|3729|0.000147|107139.9753|0.000148|182362.6149
MCONTENTUSDT|mcontentusdt|1.148e-09|1.174e-09|1.145e-09|1.155e-09|549183960849437.44|635362.0676727258|13393|1.149e-09|28323860550.32|1.16e-09|49749022058.11
XRPBTC|xrpbtc|1.0581e-05|1.0764e-05|1.055e-05|1.0582e-05|148458.11003016343|1.58301835572|364|1.0581e-05|94.41|1.0593e-05|1464.27
DISUSDT|disusdt|0.0938|0.0939|0.0811|0.0915|662072.8329337473|59159.61874692|920|0.0903|814.1126|0.0919|3910.1222
UNBUSDT|unbusdt|0.000692|0.000695|0.000664|0.000667|43279522.57572857|29581.8367631097|1582|0.000657|105022.831|0.000678|97839.837
ZKFUSDT|zkfusdt|0.007833|0.009447|0.007805|0.008946|327681973.62444824|2707647.885404157|46472|0.008901|79155.0565|0.00899|6968.7116
SUNUSDT|sunusdt|0.007396|0.007446|0.007325|0.007418|141132098.9962884|1039342.62147385|11268|0.007409|53481.99|0.007421|6151.51
NSUREUSDT|nsureusdt|0.00763|0.00832|0.00703|0.00804|289365.2254|2254.475511852|63|0.00807|33458.67|0.00824|1492.5372
BTCUAH|btcuah|2208149.42|2208149.42|2208149.42|2208149.42|0.004|8812.5237866|6|2200000.0|3e-05|2288222.0|2e-05
PSGUSDT|psgusdt|3.3195|3.3907|3.2668|3.3771|9740.11120206805|32257.97859444|1671|3.3658|86.0131|3.3902|294.6925
ONITUSDT|onitusdt|0.0284|0.0287|0.0284|0.0285|2035425.2689|58112.13975804|83|0.0285|988.7411|0.0287|382.4353
FOTAUSDT|fotausdt|0.00021|0.00021|0.00014|0.00016|388894791.53865784|68279.637809927|1481|0.00016|2590364.45935|0.00017|10816837.331005882
SUNUSDD|sunusdd|0.007354|0.00744|0.007319|0.007427|55558088.22|408750.79185586|1500|0.007409|39468.58|0.007426|82700.0
GASUSDT|gasusdt|6.0235|6.1149|5.9745|6.0433|112261.03047200383|675977.45534438|7784|6.0363|16.5455|6.047|12.9768
NKNUSDT|nknusdt|0.112728|0.11735|0.112176|0.116725|2054051.7390866028|234445.09025768|11184|0.116555|1654.64|0.116655|1060.64
GNOUSDT|gnousdt|261.2079|286.5155|256.5625|280.9674|1533.3639729478214|411312.54825541|9253|278.3173|0.1028|283.3529|0.3684
BTCUSDT|btcusdt|49900.6|50359.99|49371.92|50028.82|1838.4483244051596|90829953.28954998|88366|50028.82|0.057406|50028.83|0.9666304582973457
OMGUSDT|omgusdt|0.6577|0.673|0.6567|0.6703|206981.11360411198|137003.06304368|2604|0.6697|631.3944|0.6702|169.6977
IMXUSDT|imxusdt|2.9294|3.1474|2.8972|2.9374|679705.3897381187|2017907.87203032|43242|2.9365|124.7756|2.9385|736.0518
W4J4X8Z9|w4j4x8z9|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.0|0.0|0.0
OPUSDT|opusdt|3.7825|3.9135|3.7051|3.7385|1864432.7763522456|7008418.311609437|160015|3.736|24.5603|3.7409|11.8747
E9F9X8Z9|e9f9x8z9|0.2376|0.2376|0.2376|0.2376|0.0|0.0|0|0.216|15.0|0.0|0.0
NAVXUSDT|navxusdt|0.173689|0.178112|0.153808|0.163931|58543515.76555949|9886756.575500377|45796|0.163001|236.1999|0.164964|1023.8343
ETHWUSDT|ethwusdt|2.7655|2.9132|2.7435|2.856|72660.70186648116|204993.3043134|4072|2.8507|487.1952|2.8598|328.1677
OPULUSDT|opulusdt|0.1023|0.103|0.0981|0.1005|12828.2791|1283.53705035|55|0.0987|197.2092|0.1005|156.7191
XCURUSDT|xcurusdt|0.0291|0.03252|0.02904|0.03226|2424934.098461988|74571.998449978|1686|0.03215|355.2242|0.03249|581.7348
FISUSDT|fisusdt|0.4267|0.43|0.4145|0.4267|12823.35|5374.748531|118|0.422|305.82|0.427|601.67
BTCUSDC|btcusdc|49908.14|55000.0|47261.59|50052.62|157.7786086575978|7853122.693603981|35499|50021.96|0.001|50079.95|0.003984
BTCUSDD|btcusdd|49853.38|50602.71|49391.17|50083.96|16.80268|831103.88273297|2812|50005.22|0.000867|50109.52|0.025
TURTUSDT|turtusdt|0.012973|0.014954|0.01293|0.013903|48641650.92800662|669506.3913742944|13500|0.013781|1859.8856|0.014004|1996.772
ELFETH|elfeth|0.00023882|0.00023969|0.00022654|0.00022795|41801.0|9.75405458|80|0.00022654|99.0|0.00022877|29.0
MAPUSDT|mapusdt|0.02686|0.02871|0.02681|0.02773|28762964.46001123|796103.4345153|13259|0.02772|576.41|0.02776|4635.83
APEUSDT|apeusdt|1.463|1.5065|1.4538|1.5045|1591078.8595303595|2346588.98786616|35017|1.5041|48.0223|1.5049|80.878
PONDUSDT|pondusdt|0.022916|0.023604|0.022718|0.023208|177991.04509089555|4089.8278428063|98|0.023257|5703.0379|0.023459|18311.6523
BALUSDT|balusdt|3.8411|3.9473|3.8142|3.9217|88201.87314715477|341636.952711|7540|3.9144|2.8|3.9292|51.02
EOSUSDD|eosusdd|0.7422|0.7609|0.7384|0.7511|201262.0899|149940.77658502|1847|0.7504|945.1415|0.7517|226.2609
IOTAUSDT|iotausdt|0.239|0.262|0.2386|0.253|6196064.596819726|1525085.3326025526|42914|0.2527|45.2011|0.2536|79.92
VOXELUSDT|voxelusdt|0.2315|0.2577|0.2258|0.2334|2511161.7601013677|580221.92261302|12011|0.2333|427.7602|0.2337|509.5974
MTLUSDT|mtlusdt|1.4945|1.5119|1.4767|1.4882|646807.3168531231|964916.07036753|21346|1.4876|9.0441|1.4886|952.5019
ALTUSDT|altusdt|0.3409|0.36|0.3382|0.3487|97895953.8151692|33956537.70643821|55152|0.348|2620.4306|0.3494|937.6711
FRONTUSDT|frontusdt|0.444987|0.472049|0.442178|0.454762|364487.8933449221|164756.0601598651|7836|0.45303|63.9122|0.457113|55.1488
EOSUSDT|eosusdt|0.7412|0.7591|0.7374|0.751|22798039.693571683|17012623.56128091|55006|0.7507|63.5045|0.7515|1956.664
RYOMAUSDT|ryomausdt|0.000999|0.000999|0.000961|0.000961|57833215.40787148|56114.5046860146|132|0.000947|51775.6151|0.000976|62620.7689
PYRUSDT|pyrusdt|6.3606|6.631|6.3047|6.5582|36946.95198863356|236708.43724704|11578|6.5406|22.893|6.5761|13.2607
MRSUSDT|mrsusdt|1.3107|1.3784|1.2645|1.3784|8709.245456412427|12434.62531775|298|1.3414|22.3596|1.4063|111.3716
KMDBTC|kmdbtc|5.77e-06|5.83e-06|5.61e-06|5.61e-06|145134.73343137256|0.8469899466|615|5.6e-06|80.0|5.7e-06|781.51
GMEEUSDT|gmeeusdt|0.024771|0.026106|0.023325|0.024687|21373281.627764966|516615.1598606378|28208|0.024517|2450.0|0.024858|1087.537
MXUSDT|mxusdt|2.761|2.8|2.7589|2.7937|412199.54482967744|1143202.656774097|22615|2.789|5.21|2.7979|53.13
FANCUSDT|fancusdt|0.01202|0.01238|0.01188|0.0121|1461107.0792574156|17566.73519548219|756|0.01201|118.092630693069|0.01218|1528.9645
SCRTUSDT|scrtusdt|0.403|0.5247|0.4005|0.4499|145364.83695796024|66079.80908437|2044|0.4471|26.9119|0.4515|61.9681
SPELLFIREUSDT|spellfireusdt|0.001023|0.001059|0.001|0.001008|61501025.75134879|62745.9946119331|3519|0.001|15991.6732|0.001016|96045.6631
AMUUSDT|amuusdt|0.02184|0.02358|0.02139|0.02216|110071081.74088956|2439430.71562788|29445|0.02184|3539.67|0.02244|4289.64
ARPAUSDT|arpausdt|0.056629|0.058903|0.056318|0.058351|3766015.48|215379.24720378|10516|0.058182|1713.73|0.05841|1436.29
LOOKSUSDT|looksusdt|0.0744|0.0777|0.0744|0.0767|10449577.665249482|789619.29924201|13424|0.0765|229.0726|0.0771|1368.8172
TLOSUSDT|tlosusdt|0.2094|0.219|0.2094|0.2178|1130559.936|240618.69021017|4172|0.2176|46.0|0.2184|65.8537
CELOUSDT|celousdt|0.7184|0.7486|0.7118|0.7359|2294627.3548673955|1673924.5010628|43027|0.7352|120.1515|0.737|28.5403
DASHUSDT|dashusdt|27.95|28.49|27.8|28.33|56028.147802187625|1570869.50365641|32796|28.32|2.0874|28.34|20.5585
XDCUSDT|xdcusdt|0.044252|0.045294|0.043654|0.044059|41414598.47689614|1848545.4125164023|17731|0.04406|11962.9155|0.044194|632.3827
TCNHUSDT|tcnhusdt|0.12|0.1205|0.12|0.12|348.6789991701245|41.895316|3|0.12|72964.7376|0.1204|605.5486
ACHBTC|achbtc|3.813e-07|3.89e-07|3.809e-07|3.878e-07|1173955.08|0.451178840022|209|3.863e-07|4139.01|3.883e-07|14238.6
TRBUSDT|trbusdt|120.0111|131.98|119.013|126.8879|2658.678665272394|330008.32279937|8065|126.682|1.2739|126.9629|0.7887
ACHUSDT|achusdt|0.018953|0.019499|0.018879|0.019431|16455592.683873447|313006.0051709507|13635|0.019411|4400.0|0.019431|72255.3156
PHAUSDT|phausdt|0.106796|0.110366|0.106335|0.109795|10750923.668329477|1155609.453975589|25616|0.10968|640.0|0.109899|498.386
ERNUSDT|ernusdt|2.2137|2.3083|2.1752|2.2344|13993.9474|31309.35776242|1640|2.2301|74.6582|2.2915|66.4647
PENDLEUSDT|pendleusdt|3.1808|3.298|3.1056|3.1587|2013459.4694464335|6371139.64915035|56484|3.1552|35.5047|3.1626|472.9096
NEXOUSDT|nexousdt|0.9893|1.0079|0.976|0.9808|489487.85|482611.769831|13692|0.977|63.55|0.9858|37.33
CUSDUSDT|cusdusdt|0.9973|0.9978|0.9958|0.9974|2685826.0925|2678432.68517849|57365|0.9971|200.0619|0.9978|117.0536
PSTAKEUSDT|pstakeusdt|0.0433|0.0463|0.0425|0.043|4288275.691232183|187679.81786123|7257|0.0429|819.6721|0.0432|898.101
GODSUSDT|godsusdt|0.269|0.269|0.2689|0.2689|3459.0324|887.87982187|12|0.2488|120.5784|0.2707|95.1302
BTCRUB|btcrub|4400000.0|4600000.0|4386414.35|4386414.35|0.02555|114902.8724979|15|4404291.59|0.00954|4888103.63|0.00086
ACEUSDT|aceusdt|9.2453|9.8878|9.1483|9.57|110844.24578472604|1039224.47781273|21700|9.5529|2.8195|9.5836|35.3717
NEWUSDT|newusdt|3.677e-05|3.964e-05|3.657e-05|3.758e-05|2806294716.505439|104748.5810774541|7177|3.723e-05|1016332.067|3.796e-05|1553698.7733
USDJUSDD|usdjusdd|1.0997|1.102|1.0958|1.0984|114256.8358|125470.42913377|2003|1.0976|31.773|1.0992|76.9666
ZILUSDT|zilusdt|0.021163|0.021662|0.021083|0.021576|78172245.61587606|1670022.9949755277|42745|0.021568|800.0|0.021594|42820.9686
CVPUSDT|cvpusdt|0.4442|0.4472|0.434|0.4381|501212.41026519396|220279.88569654|10518|0.4368|188.7011|0.4386|46.1764
GALAUSDT|galausdt|0.024138|0.025277|0.02399|0.024927|72533096.68643297|1766345.1837775062|15548|0.024915|2000.0|0.024939|47501.0135
NAKAUSDT|nakausdt|1.853|1.9|1.7799|1.8469|2789662.5628005257|4956531.71444289|31858|1.8399|71.2938|1.8543|120.8419
USDJUSDT|usdjusdt|1.0988|1.1023|1.0945|1.099|332617.4227|364893.08319923|14769|1.0986|70.0436|1.0987|2364.9
BBCUSDT|bbcusdt|0.000363|0.000387|0.000357|0.00037|2611148947.886386|972378.6554760066|8453|0.000368|220812.0085|0.000375|156753.2079
KLVUSDT|klvusdt|0.003482|0.003588|0.003478|0.003543|115634564.60011469|408227.7178988483|9062|0.003542|5646.5273|0.003546|18372.6248
AZEROUSDT|azerousdt|1.1266|1.258|1.1159|1.1796|49413.92998580623|58322.22976661521|2090|1.1774|370.8439|1.1819|0.0009
MKRUSDT|mkrusdt|2016.27|2118.88|2006.3|2110.29|1605.4800470783996|3297534.58529251|42135|2109.46|0.047384|2111.16|0.107165
ARUSDT|arusdt|8.787|9.5844|8.6957|9.2392|844892.0368566586|7610096.71335275|151016|9.2325|135.53|9.2449|77.67
FXUSDT|fxusdt|0.1456|0.148|0.1441|0.145|12244.691870579496|1789.2298015897152|90|0.1448|72.0635|0.147|432.68
TRIBEUSDT|tribeusdt|0.2209|0.222|0.204|0.2109|150773.95892821412|32346.0711585|1695|0.2084|331.094|0.213|61.7649
PRQUSDT|prqusdt|0.1744|0.1748|0.1705|0.1714|4056.2535|707.27617535|19|0.1695|158.624|0.1724|59.2244
KRIPTOUSDT|kriptousdt|0.000114|0.000125|0.00011|0.000112|1856032522.3880017|208679.8759692305|369|0.000112|463125.9965|0.000114|220466.2431
BCHUSDT|bchusdt|284.23|289.52|275.1|276.47|62935.00069938746|17574175.32442435|160510|276.32|0.58|276.53|3.03
CGPTUSDT|cgptusdt|0.21291|0.242|0.21249|0.23591|14889732.509150798|3236146.45175813|22267|0.23462|128.39|0.23699|303.75
ROUTEUSDT|routeusdt|4.1412|4.3675|3.9988|4.0966|35625.7011|148339.24333377|6088|4.0894|62.3123|4.1063|19.7227
XVGUSDT|xvgusdt|0.003383|0.003576|0.003364|0.003489|16681128.322008654|56903.6217957283|1643|0.003486|550711.3355|0.003493|8668.885
MAGEUSDT|mageusdt|0.002748|0.003072|0.002721|0.003072|318232.9941175513|899.8708543153|38|0.002902|10337.6977|0.002945|7993.6051
DAOUSDT|daousdt|0.9714|1.0258|0.9555|0.9865|356195.4845|346932.36852004|10080|0.9816|11.7978|0.9898|87.1453
SYSUSDT|sysusdt|0.1288|0.1342|0.1275|0.1296|273804.7895|35244.57574748|1671|0.1289|444.2522|0.1304|3883.7632
WELLUSDT|wellusdt|0.005737|0.006327|0.005734|0.006243|70542993.94123001|426012.4966718446|9502|0.006182|5315.3715|0.006303|3254.849
EURTUSDT|eurtusdt|1.0755|1.0811|1.07|1.075|928210.2718|998975.68429234|8870|1.0744|25.1654|1.0764|165.2981
MATICBTC|maticbtc|1.74064e-05|1.76779e-05|1.72713e-05|1.74407e-05|4171.15|0.072453711936|62|1.74402e-05|91.68|1.764e-05|1425.3
ZKBUSDT|zkbusdt|0.045677|0.046828|0.045581|0.046243|31787318.588583156|1470404.0274104343|18138|0.045952|1077.6857|0.046504|808.1571
RINGUSDT|ringusdt|0.003456|0.00377|0.003259|0.003742|18691196.12|66331.19327017|1876|0.003738|3825.85|0.003763|3280.55
CTXUSDT|ctxusdt|1.9042|2.1245|1.824|2.0516|16094.69338243985|30844.38067926|1678|1.9645|26.0207|2.1442|9.7485
MEVUSDT|mevusdt|0.005909|0.005985|0.005752|0.005923|11179523.1655|65702.3225666151|5218|0.005818|11859.7456|0.006003|16097.1202
RATSUSDT|ratsusdt|0.00023892|0.000268|0.00023739|0.00026265|6749254567.586933|1689504.0565991865|15634|0.00026227|75205.24|0.00026288|3500917.53
OGNUSDT|ognusdt|0.1627|0.1666|0.1616|0.1654|1971602.1263088058|322591.598127|8098|0.1653|1698.08|0.1655|4043.42
BRWLUSDT|brwlusdt|0.012618|0.014329|0.012559|0.012817|86062964.78197744|1098664.9637438573|41539|0.012817|1198.0812|0.012959|922.4185
PROMUSDT|promusdt|7.3996|7.5015|7.3372|7.4411|21257.05101890504|157300.6758727|3511|7.4267|13.4325|7.4576|31.1526
MBXUSDT|mbxusdt|0.692|0.7092|0.6899|0.7062|1516846.6050814793|1066439.9633669|29194|0.7043|133.5825|0.7082|160.2691
APTUSDT|aptusdt|9.1066|9.2899|8.9907|9.17|2081696.587520966|18900022.30034055|109376|9.1699|360.3634|9.17|234.2238
MICEUSDT|miceusdt|0.011748|0.0145|0.011428|0.012173|66360567.34311394|817844.5995609901|13929|0.012033|2493.1436|0.012303|6301.1608
WEUSDT|weusdt|0.6403|0.6561|0.56|0.5992|350812.93341914425|204305.97376808|6320|0.5992|9.691|0.6052|32.3603
SRTUSDT|srtusdt|2.77e-05|2.878e-05|2.74e-05|2.863e-05|17815787767.2824|502254.8127347605|28237|2.832e-05|1162374.8211|2.895e-05|13746099.5069
IDUSDT|idusdt|0.6135|0.6276|0.5748|0.5892|1268074.6663420978|768571.79324467|8808|0.5887|169.6372|0.59|490.7522
LOKAUSDT|lokausdt|0.2521|0.263|0.248|0.2556|1823172.466527527|459374.86474185|10398|0.255|904.3175|0.2567|1053.8034
METISUSDT|metisusdt|88.3561|93.0|87.8912|91.5563|539.2323998057244|48615.96785442|585|90.6291|1.0955|91.9177|1.0
VRUSDT|vrusdt|0.0532656|0.05679834|0.05154243|0.05269542|7649298.786728805|401305.19545043004|14586|0.05227129|3681.0491|0.05293494|477.9607
RAINUSDT|rainusdt|0.0012331|0.0013|0.0012263|0.0012884|851778953.4377961|1077887.046286614|22472|0.0012802|12397.7392|0.0012952|13518.9992
APTUSDD|aptusdd|9.1252|9.3115|8.955|9.1821|3334.8374|30218.84763487|693|9.1485|17.386|9.2012|136.3705
SSXUSDT|ssxusdt|0.014159|0.014426|0.01405|0.01405|37705482.8536|536304.4627378635|6732|0.01405|173502.154|0.014051|4540.7337
BEAMXUSDT|beamxusdt|0.029165|0.030201|0.027609|0.028352|27827513.459274024|788533.6670513712|13901|0.028164|5635.8999|0.02855|625.8642
ADABTC|adabtc|1.112e-05|1.131e-05|1.105e-05|1.111e-05|10659.08992844365|0.1192922756|91|1.11e-05|602.71|1.114e-05|339.06
IDEXUSDT|idexusdt|0.0539|0.0555|0.0533|0.0542|7539619.989201925|405439.72397793|7144|0.054|7313.1855|0.0541|1454.374
EULUSDT|eulusdt|4.6054|4.6221|4.3586|4.6049|35076.13772616078|155045.94840942|3565|4.6|871.31|4.611|3.25
LUNAUSDT|lunausdt|0.6615|0.6875|0.6562|0.6786|2612148.6483130543|1749842.50409044|47884|0.6782|314.6303|0.6785|60.5811
WICCUSDT|wiccusdt|0.003146|0.003297|0.003123|0.003278|13717690.8093|44019.3525014648|2389|0.003251|8186.5108|0.003296|10896.5222
LOVEUSDT|loveusdt|0.00068008|0.00079872|0.00065097|0.00069577|84018756.0650741|57472.0819912114|1608|0.00069045|99934.82|0.00071006|39023.29
PHBUSDT|phbusdt|0.9995|1.0768|0.9858|1.0353|983306.4169090918|1004624.69428607|22226|1.0349|942.6551|1.0358|96.5489
ONDOUSDT|ondousdt|0.233977|0.254966|0.23|0.250213|156482513.26019824|37306379.47288616|86578|0.249624|98.9932|0.250697|3974.0023
ELAUSDT|elausdt|3.2774|3.49|3.2763|3.3753|10362.710508888824|34732.499994|826|3.36|26.83|3.4209|5.09
RABUSDT|rabusdt|0.004031|0.004654|0.004014|0.004396|219249874.6054|938042.4054505355|33567|0.004337|4719.1917|0.00446|130589.0915
OASUSDT|oasusdt|0.117635|0.134002|0.115887|0.126226|10138.61|1261.95897796|46|0.12818|355.74|0.139547|484.38
PHCRUSDT|phcrusdt|8.84e-06|1.156e-05|8.82e-06|1.075e-05|2403212333.731008|23836.39532671042|1023|1.067e-05|1026972.806|1.074e-05|6998252.023
BLURUSDT|blurusdt|0.6288|0.65|0.6242|0.6393|13346928.201159673|8436832.70689976|76496|0.6391|282.7487|0.6398|23.7476
XPNTUSDT|xpntusdt|0.1289|0.1442|0.1285|0.1425|258413.0762|34616.99084932|1664|0.1377|501.0893|0.1477|142.35
