gen_name|original_name|bidPrice|bidQty|askPrice|askQty|status|baseAsset|baseAssetPrecision|quoteAsset|quotePrecision|quoteAssetPrecision|baseCommissionPrecision|quoteCommissionPrecision|orderTypes|isSpotTradingAllowed|isMarginTradingAllowed|quoteAmountPrecision|baseSizePrecision|permissions|filters|maxQuoteAmount|makerCommission|takerCommission|quoteAmountPrecisionMarket|maxQuoteAmountMarket|fullName
XELSUSDT|XELSUSDT|0.3829|13.71|0.3949|162.76|ENABLED|XELS|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|XELS
KZENUSDT|KZENUSDT|0.002486|11368.95|0.002493|28807.00|ENABLED|KZEN|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Kaizen Finance
ETHUSDT|ETHUSDT|2919.39|21.18062|2919.40|52.33708|ENABLED|ETH|5|USDT|2|2|5|2|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Ethereum
TURTUSDT|TURTUSDT|0.01772|3506.00|0.01786|5231.55|ENABLED|TURT|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Turtsat
UUSDT|UUSDT|0.00002128|3080.28|0.00002171|2902015.52|ENABLED|U|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Unidef
ROOSUSDT|ROOSUSDT|0.00000001474|1866938221|0.00000001820|4230297896|ENABLED|ROOS|0|USDT|11|11|0|11|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|ROOS
UNIUSDT|UNIUSDT|7.535|8774.10|7.536|7418.54|ENABLED|UNI|2|USDT|3|3|2|3|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|UNISWAP
RISEUSDT|RISEUSDT|0.00011850|118092.75|0.00012540|3470685.41|ENABLED|RISE|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.00001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|EverRise
SAKAIUSDT|SAKAIUSDT|2.8427|3.85|2.8598|35.07|ENABLED|SAKAI|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Sakai Vault
DOCUSDT|DOCUSDT|0.0000190|363533.23|0.0000231|2306525.46|ENABLED|DOC|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Domon
PORTUMAUSDT|PORTUMAUSDT|0.0002671|63136.96|0.0002719|36778.22|ENABLED|PORTUMA|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Portuma
FAKTUSDT|FAKTUSDT|0.006632|11372.48|0.006737|4395.38|ENABLED|FAKT|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Medifakt
OGGYETHUSDT|OGGYETHUSDT|0.000004390|27295260.86|0.000004490|11300406.49|ENABLED|OGGYETH|2|USDT|9|9|2|9|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Oggy inu
AINUSDT|AINUSDT|0.012225|1603.05|0.012385|1055.54|ENABLED|AIN|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|AI Network
CREUSDT|CREUSDT|0.005552|13187.59|0.005637|2404.20|ENABLED|CRE|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Carry
JINKOUSDT|JINKOUSDT|0.01398|2227.22|0.01406|2219.30|ENABLED|JINKO|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Jinko AI
MAR3USDT|MAR3USDT|0.007800|2521.79|0.007849|420893.39|ENABLED|MAR3|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Mar3 AI
KISHUUSDT|KISHUUSDT|0.0000000003020|1200000000000|0.0000000003031|61703268338|ENABLED|KISHU|0|USDT|13|13|0|13|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|100|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|KishuInu
FCT2USDT|FCT2USDT|0.05854|1287.11|0.05899|313.14|ENABLED|FCT2|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|FirmaChain
NVSUSDT|NVSUSDT|0.0007055|141743.44|0.0008663|36572.62|ENABLED|NVS|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Nova Star
KAFUSDT|KAFUSDT|0.003882|12622.33|0.003998|26042.54|ENABLED|KAF|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|KAIF Platform
FOOLBULLUSDT|FOOLBULLUSDT|0.0000006966|29842985.44|0.0000008667|16609512.40|ENABLED|FOOLBULL|2|USDT|10|10|2|10|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|FOOL BULL
GHOSTUSDT|GHOSTUSDT|0.000002330|107108378.30|0.000002450|373554.62|ENABLED|GHOST|2|USDT|9|9|2|9|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Ghost
MBLUSDT|MBLUSDT|0.004698|725387.45|0.004700|250074.62|ENABLED|MBL|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Moviebloc
EDUUSDT|EDUUSDT|0.81850|5190.29|0.81851|8510.19|ENABLED|EDU|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|EDU Coin
MEFAUSDT|MEFAUSDT|0.00007233|55592.34|0.00007429|646181.96|ENABLED|MEFA|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|METAVERSE FACE
HZNDEXUSDT|HZNDEXUSDT|0.005389|3583.82|0.005886|93015.20|ENABLED|HZNDEX|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|HorizonDEX
ZCXUSDT|ZCXUSDT|0.10049|4021.24|0.10087|273.13|ENABLED|ZCX|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Unizen
SMILEUSDT|SMILEUSDT|0.0000001236|800970873.77|0.0000001440|90277777.77|ENABLED|SMILE|2|USDT|10|10|2|10|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Smile Coin
CTCUSDT|CTCUSDT|0.5671|215.11|0.5677|94.80|ENABLED|CTC|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Creditcoin
NACUSDT|NACUSDT|0.7371|1004.73|0.7888|425.50|ENABLED|NAC|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|NAC
CALMUSDT|CALMUSDT|0.00000000000765|2785399137931.00|0.00000000000922|3066840087970.89|ENABLED|CALM|2|USDT|14|14|2|14|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Calm Finance
QLINDOUSDT|QLINDOUSDT|0.01610|310.58|0.01620|5000.00|ENABLED|QLINDO|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Qlindo
MAKAUSDT|MAKAUSDT|0.0002580|194213.88|0.0002642|47570.36|ENABLED|MAKA|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Makalink
W3SUSDT|W3SUSDT|0.5754|40.13|0.5899|76.70|ENABLED|W3S|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Web3Shot
HDNUSDT|HDNUSDT|0.08024|6089.89|0.08031|576.72|ENABLED|HDN|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Hydranet
NESTUSDT|NESTUSDT|0.003456|5011.52|0.003594|3789.68|ENABLED|NEST|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|NEST Token
EXFIUSDT|EXFIUSDT|0.09553|236.94|0.09735|84.49|ENABLED|EXFI|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Flare Finance
IUSUSDT|IUSUSDT|0.000001655|7854984.89|0.000001660|4418047.11|ENABLED|IUS|2|USDT|9|9|2|9|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Iustitia Coin
BENQIUSDT|BENQIUSDT|0.01782|238967.12|0.01783|295342.02|ENABLED|BENQI|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|BENQI
BITBULLUSDT|BITBULLUSDT|0.001975|2902.90|0.002047|11276.92|ENABLED|BITBULL|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Bitbull
BLPUSDT|BLPUSDT|0.08431|537.53|0.08531|350.13|ENABLED|BLP|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|BullPerks
BURGERUSDT|BURGERUSDT|0.6073|389.31|0.6077|877.15|ENABLED|BURGER|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.002|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Burger Swap
NEVERUSDT|NEVERUSDT|0.0001690|355029.59|0.0001699|109900.88|ENABLED|NEVER|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Neversol
RCEUSDT|RCEUSDT|0.00006101|114735.28|0.00007991|123646.74|ENABLED|RCE|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|RICE
GASUSDT|GASUSDT|0.0000006630|7628990.73|0.0000006685|36843837.40|ENABLED|GAS|2|USDT|10|10|2|10|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Gas DAO
POKEMONUSDT|POKEMONUSDT|0.0000000000002938|830496936691627|0.0000000000003167|589166278981656|ENABLED|POKEMON|0|USDT|16|16|0|16|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Pokemon
GSYSUSDT|GSYSUSDT|0.23587|740.33|0.23712|24.97|ENABLED|GSYS|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|GSYS
FIROUSDT|FIROUSDT|1.791|4611.80|1.798|146.06|ENABLED|FIRO|2|USDT|3|3|2|3|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|FIRO
MLAUSDT|MLAUSDT|0.000354|36697.76|0.000402|64406.13|ENABLED|MLA|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|MoolaNet
DONSUSDT|DONSUSDT|0.0001064|93984.96|0.0001155|93896.71|ENABLED|DONS|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|The Dons
VELAUSDT|VELAUSDT|0.7314|42.12|0.7531|282.12|ENABLED|VELA|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Vela Token
GORAUSDT|GORAUSDT|0.3231|126.47|0.3256|49.54|ENABLED|GORA|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|GORA
SFINUSDT|SFINUSDT|334.54|0.03338|339.85|0.10553|ENABLED|SFIN|5|USDT|2|2|5|2|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.000001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|SongbirdFinanceToken
CASUSDT|CASUSDT|0.004406|1141.72|0.004410|19338.11|ENABLED|CAS|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Cashaa
BCHUSDT|BCHUSDT|269.4|290.98623|269.5|293.91482|ENABLED|BCH|5|USDT|1|1|5|1|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Bitcoin Cash Node
RIFUSDT|RIFUSDT|0.20675|1234.16|0.20819|561.06|ENABLED|RIF|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|RIF
WOIDUSDT|WOIDUSDT|0.000001113|8012825|0.000001133|18450812|ENABLED|WOID|0|USDT|9|9|0|9|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|WORLD ID
ATOLOUSDT|ATOLOUSDT|0.0003015|27785.66|0.0003232|37009.53|ENABLED|ATOLO|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|RIZON
EQBUSDT|EQBUSDT|0.3618|13.84|0.3700|98.71|ENABLED|EQB|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Equilibria Finance
LFUSDT|LFUSDT|4998.72|0.000170|5000.00|0.100184|ENABLED|LF|6|USDT|2|2|6|2|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Logistic Fundamental
CELRUSDT|CELRUSDT|0.023042|59856.67|0.023078|826428.95|ENABLED|CELR|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Celer Network
MOONEYUSDT|MOONEYUSDT|0.0007569|28236.58|0.0007745|11491.39|ENABLED|MOONEY|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|MoonDAO
AI2USDT|AI2USDT|0.000001640|3200000|0.000001684|13730749|ENABLED|AI2|0|USDT|9|9|0|9|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|AiDoge
APEDUSDT|APEDUSDT|0.4038|66.65|0.4177|993.87|ENABLED|APED|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|APED
ACUSDT|ACUSDT|0.08214|1071.34|0.09600|63.65|ENABLED|AC|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|ACoconut
MANAUSDT|MANAUSDT|0.5098|47565.81|0.5101|53081.23|ENABLED|MANA|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Decentraland
SWTUSDT|SWTUSDT|0.0007918|7797.91|0.0008197|235650.25|ENABLED|SWT|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Sailwars
TMTUSDT|TMTUSDT|0.00001577|2233047.47|0.00001834|5164355.87|ENABLED|TMT|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|TomorrowLend
GLFTUSDT|GLFTUSDT|0.0000189|759263.60|0.0000191|121771.82|ENABLED|GLFT|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Global Fan Token
MARS4USDT|MARS4USDT|0.0013714|8750.18|0.0013940|71636.47|ENABLED|MARS4|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|MARS4
ETRLUSDT|ETRLUSDT|0.1336|273.33|0.1509|147.26|ENABLED|ETRL|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|ETHEREAL
ANKRUSDT|ANKRUSDT|0.03153|208244.5595|0.03156|181366.1454|ENABLED|ANKR|4|USDT|5|5|4|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|AnkrNetwork
RENQUSDT|RENQUSDT|0.006850|19769.30|0.006865|1311.76|ENABLED|RENQ|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Renq Finance
JPGUSDT|JPGUSDT|0.02358|2057.50|0.02395|32105.51|ENABLED|JPG|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|JPG
ADEXUSDT|ADEXUSDT|0.00002810|23939.58|0.00002830|182975916.69|ENABLED|ADEX|2|USDT|8|8|2|8|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Adadex
PLTUSDT|PLTUSDT|1.366|20.00|1.388|10.76|ENABLED|PLT|2|USDT|3|3|2|3|['LIMIT', 'MARKET', 'LIMIT_MAKER']|False|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Poollotto.finance
ARKUSDT|ARKUSDT|0.9532|15.60|0.9535|361.20|ENABLED|ARK|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.01|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|ARK
BAJUUSDT|BAJUUSDT|0.13856|48.79|0.14453|1186.05|ENABLED|BAJU|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Bajun Network
ARGUSDT|ARGUSDT|1.6667|17.85|1.6925|904.70|ENABLED|ARG|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Argentine Football
UFOUSDT|UFOUSDT|0.0000012108|535408785.29|0.0000012178|8443708.60|ENABLED|UFO|2|USDT|10|10|2|10|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|UFO Gaming
XETAUSDT|XETAUSDT|0.028540|6729.02|0.031087|1072.23|ENABLED|XETA|2|USDT|6|6|2|6|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|XANA
SWAPUSDT|SWAPUSDT|0.21183|902.02|0.21335|11.92|ENABLED|SWAP|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Trustswap
AGIUSDT|AGIUSDT|0.15663|838.55|0.15749|190.48|ENABLED|AGI|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Delysium
BICOUSDT|BICOUSDT|0.4461|460.37|0.4466|290.10|ENABLED|BICO|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.1|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|BICONOMY
SSWPUSDT|SSWPUSDT|0.0020881|46288.66|0.0021125|34143.66|ENABLED|SSWP|2|USDT|7|7|2|7|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|suiswap token
TCGCUSDT|TCGCUSDT|0.06650|6374.89|0.06902|264.44|ENABLED|TCGC|2|USDT|5|5|2|5|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|TCG Verse
GENEUSDT|GENEUSDT|0.4138|135.53|0.4196|62.34|ENABLED|GENE|2|USDT|4|4|2|4|['LIMIT', 'MARKET', 'LIMIT_MAKER']|True|False|5.000000000000000000|0.0001|['SPOT']|[]|2000000.000000000000000000|0|0|5.000000000000000000|100000.000000000000000000|Genopets
