gen_name|original_name|base_currency|quote_currency|display_name|base_display_name|quote_display_name|price_step|qty_step|qty_min|quote_qty_step|quote_qty_min|taker_fee_rate|maker_fee_rate|groups|group_steps|status|display_status
GMTUSDT|GMT-USDT|GMT|USDT|GMT-USDT|GMT|USDT|0.001|0.1|0.1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
GMXUSDT|GMX-USDT|GMX|USDT|GMX-USDT|GMX|USDT|0.01|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
GROKUSDT|GROK-USDT|GROK|USDT|GROK-USDT|GROK|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
GRPHUSDT|GRPH-USDT|GRPH|USDT|GRPH-USDT|GRPH|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
GRTUSDT|GRT-USDT|GRT|USDT|GRT-USDT|GRT|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
HASHUSDT|HASH-USDT|HASH|USDT|HASH-USDT|HASH|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
HUBXUSDT|HUBX-USDT|HUBX|USDT|HUBX-USDT|HUBX|USDT|0.000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
IBTCUSDT|IBTC-USDT|IBTC|USDT|IBTC-USDT|IBTC|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
ICPUSDT|ICP-USDT|ICP|USDT|ICP-USDT|ICP|USDT|0.01|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
IMXUSDT|IMX-USDT|IMX|USDT|IMX-USDT|IMX|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
INSCUSDT|INSC-USDT|INSC|USDT|INSC-USDT|INSC|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
IOTXUSDT|IOTX-USDT|IOTX|USDT|IOTX-USDT|IOTX|USDT|0.00001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|1
IRONUSDT|IRON-USDT|IRON|USDT|IRON-USDT|IRON|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
ITNPUSDT|ITNP-USDT|ITNP|USDT|ITNP-USDT|ITNP|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
JAKEUSDT|JAKE-USDT|JAKE|USDT|JAKE-USDT|JAKE|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
JASMYUSDT|JASMY-USDT|JASMY|USDT|JASMY-USDT|JASMY|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
JSTUSDT|JST-USDT|JST|USDT|JST-USDT|JST|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
JTOUSDT|JTO-USDT|JTO|USDT|JTO-USDT|JTO|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
JUVUSDT|JUV-USDT|JUV|USDT|JUV-USDT|JUV|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
KLAYUSDT|KLAY-USDT|KLAY|USDT|KLAY-USDT|KLAY|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
KORMUSDT|KORM-USDT|KORM|USDT|KORM-USDT|KORM|USDT|0.00000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
LAWUSDT|LAW-USDT|LAW|USDT|LAW-USDT|LAW|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
LAZIOUSDT|LAZIO-USDT|LAZIO|USDT|LAZIO-USDT|LAZIO|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
LDOUSDT|LDO-USDT|LDO|USDT|LDO-USDT|LDO|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
LEASHUSDT|LEASH-USDT|LEASH|USDT|LEASH-USDT|LEASH|USDT|0.1|0.001|0.001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|1
LEOUSDT|LEO-USDT|LEO|USDT|LEO-USDT|LEO|USDT|0.001|0.1|0.1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
LIGOUSDT|LIGO-USDT|LIGO|USDT|LIGO-USDT|LIGO|USDT|0.00000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
LINKUSD|LINK-USD|LINK|USD|LINK-USD|LINK|USD|0.01|0.01|0.01|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
LINKUSDT|LINK-USDT|LINK|USDT|LINK-USDT|LINK|USDT|0.01|0.01|0.01|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|1
LIONUSDT|LION-USDT|LION|USDT|LION-USDT|LION|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
LOOKSUSDT|LOOKS-USDT|LOOKS|USDT|LOOKS-USDT|LOOKS|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
LOOMUSDT|LOOM-USDT|LOOM|USDT|LOOM-USDT|LOOM|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
LPTUSDT|LPT-USDT|LPT|USDT|LPT-USDT|LPT|USDT|0.1|0.1|0.1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|2
LRCUSDT|LRC-USDT|LRC|USDT|LRC-USDT|LRC|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
LTCBTC|LTC-BTC|LTC|BTC|LTC-BTC|LTC|BTC|0.000001|0.001|0.001|0.000000000001|0.0001|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
LTCUSD|LTC-USD|LTC|USD|LTC-USD|LTC|USD|0.01|0.001|0.001|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
LTCUSDT|LTC-USDT|LTC|USDT|LTC-USDT|LTC|USDT|0.01|0.001|0.001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|1
LUCKUSDT|LUCK-USDT|LUCK|USDT|LUCK-USDT|LUCK|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
LUNAUSDT|LUNA-USDT|LUNA|USDT|LUNA-USDT|LUNA|USDT|0.001|1|1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
LUNCUSDT|LUNC-USDT|LUNC|USDT|LUNC-USDT|LUNC|USDT|0.00000001|1|1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
MANAUSD|MANA-USD|MANA|USD|MANA-USD|MANA|USD|0.0001|1|1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
MANAUSDT|MANA-USDT|MANA|USDT|MANA-USDT|MANA|USDT|0.0001|0.1|0.1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
MAPOUSDT|MAPO-USDT|MAPO|USDT|MAPO-USDT|MAPO|USDT|0.01|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
MASKUSD|MASK-USD|MASK|USD|MASK-USD|MASK|USD|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
MASKUSDT|MASK-USDT|MASK|USDT|MASK-USDT|MASK|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
MATICUSDT|MATIC-USDT|MATIC|USDT|MATIC-USDT|MATIC|USDT|0.001|0.1|0.1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
MEMEUSDT|MEME-USDT|MEME|USDT|MEME-USDT|MEME|USDT|0.01|0.01|0.01|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
MICEUSDT|MICE-USDT|MICE|USDT|MICE-USDT|MICE|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
MKRUSDT|MKR-USDT|MKR|USDT|MKR-USDT|MKR|USDT|1|0.0001|0.0001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['1.000000000000', '10.000000000000', '100.000000000000', '1000.000000000000']|1|1
MMSSUSDT|MMSS-USDT|MMSS|USDT|MMSS-USDT|MMSS|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
MOONUSDT|MOON-USDT|MOON|USDT|MOON-USDT|MOON|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
MXRCUSDT|MXRC-USDT|MXRC|USDT|MXRC-USDT|MXRC|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
NEARUSDT|NEAR-USDT|NEAR|USDT|NEAR-USDT|NEAR|USDT|0.01|0.1|0.1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
NEWUUSDT|NEWU-USDT|NEWU|USDT|NEWU-USDT|NEWU|USDT|0.001|1|1|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
NOOTUSDT|NOOT-USDT|NOOT|USDT|NOOT-USDT|NOOT|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
OGUSDT|OG-USDT|OG|USDT|OG-USDT|OG|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
OKBUSDT|OKB-USDT|OKB|USDT|OKB-USDT|OKB|USDT|0.01|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
OKTUSDT|OKT-USDT|OKT|USDT|OKT-USDT|OKT|USDT|0.01|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
OMGUSDT|OMG-USDT|OMG|USDT|OMG-USDT|OMG|USDT|0.001|0.1|0.1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
ONFIUSDT|ONFI-USDT|ONFI|USDT|ONFI-USDT|ONFI|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
OPUSDT|OP-USDT|OP|USDT|OP-USDT|OP|USDT|0.0001|0.1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
ORDIUSDT|ORDI-USDT|ORDI|USDT|ORDI-USDT|ORDI|USDT|0.1|0.01|0.01|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|1
OXBTUSDT|OXBT-USDT|OXBT|USDT|OXBT-USDT|OXBT|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
PAXGUSDT|PAXG-USDT|PAXG|USDT|PAXG-USDT|PAXG|USDT|1|0.0001|0.0001|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['1.000000000000', '10.000000000000', '100.000000000000', '1000.000000000000']|1|2
PEOPLEUSDT|PEOPLE-USDT|PEOPLE|USDT|PEOPLE-USDT|PEOPLE|USDT|0.000001|0.001|80|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100']|['0.000001000000', '0.000010000000', '0.000100000000']|1|1
PEPEUSDT|PEPE-USDT|PEPE|USDT|PEPE-USDT|PEPE|USDT|0.00000001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|1
PGIDUSDT|PGID-USDT|PGID|USDT|PGID-USDT|PGID|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
PIINUSDT|PIIN-USDT|PIIN|USDT|PIIN-USDT|PIIN|USDT|0.000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
PLAYUSDT|PLAY-USDT|PLAY|USDT|PLAY-USDT|PLAY|USDT|0.00000001|1|1|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
PORTOUSDT|PORTO-USDT|PORTO|USDT|PORTO-USDT|PORTO|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
PPLMUSDT|PPLM-USDT|PPLM|USDT|PPLM-USDT|PPLM|USDT|0.000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
PROMUSDT|PROM-USDT|PROM|USDT|PROM-USDT|PROM|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
PSGUSDT|PSG-USDT|PSG|USDT|PSG-USDT|PSG|USDT|0.001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
QNTUSDT|QNT-USDT|QNT|USDT|QNT-USDT|QNT|USDT|0.1|0.001|0.001|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|2
RACAUSDT|RACA-USDT|RACA|USDT|RACA-USDT|RACA|USDT|0.000001|1|1000|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|1
RATSUSDT|RATS-USDT|RATS|USDT|RATS-USDT|RATS|USDT|0.000001|1|1|0.000000000001|1|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|1
RCSVUSDT|RCSV-USDT|RCSV|USDT|RCSV-USDT|RCSV|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
RENUSDT|REN-USDT|REN|USDT|REN-USDT|REN|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
RNDRUSDT|RNDR-USDT|RNDR|USDT|RNDR-USDT|RNDR|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
ROUPUSDT|ROUP-USDT|ROUP|USDT|ROUP-USDT|ROUP|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
RSICUSDT|RSIC-USDT|RSIC|USDT|RSIC-USDT|RSIC|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
RSS3USDT|RSS3-USDT|RSS3|USDT|RSS3-USDT|RSS3|USDT|0.0001|10|10|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
RXTUSDT|RXT-USDT|RXT|USDT|RXT-USDT|RXT|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SAIXUSDT|SAIX-USDT|SAIX|USDT|SAIX-USDT|SAIX|USDT|0.000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
SANDUSDT|SAND-USDT|SAND|USDT|SAND-USDT|SAND|USDT|0.0001|1|1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
SANTOSUSDT|SANTOS-USDT|SANTOS|USDT|SANTOS-USDT|SANTOS|USDT|0.01|0.01|0.01|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
SATSUSDT|SATS-USDT|SATS|USDT|SATS-USDT|SATS|USDT|0.000000001|1|1|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.000000001000', '0.000000010000', '0.000000100000', '0.000001000000']|1|2
SATXUSDT|SATX-USDT|SATX|USDT|SATX-USDT|SATX|USDT|0.00000000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000000010', '0.000000000100', '0.000000001000', '0.000000010000']|1|2
SBCHUSDT|SBCH-USDT|SBCH|USDT|SBCH-USDT|SBCH|USDT|0.01|0.0001|0.001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|1
SCATUSDT|SCAT-USDT|SCAT|USDT|SCAT-USDT|SCAT|USDT|0.000001|1|1|0.000000000001|10|0.002000000000|0.002000000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
SDUSDT|SD-USDT|SD|USDT|SD-USDT|SD|USDT|0.0001|10|10|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
SEIUSDT|SEI-USDT|SEI|USDT|SEI-USDT|SEI|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SFPUSDT|SFP-USDT|SFP|USDT|SFP-USDT|SFP|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SHIBUSDT|SHIB-USDT|SHIB|USDT|SHIB-USDT|SHIB|USDT|0.00000001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|1
SKLUSDT|SKL-USDT|SKL|USDT|SKL-USDT|SKL|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SLPUSDT|SLP-USDT|SLP|USDT|SLP-USDT|SLP|USDT|0.0001|1|1|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SNSNUSDT|SNSN-USDT|SNSN|USDT|SNSN-USDT|SNSN|USDT|0.00000000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000000010', '0.000000000100', '0.000000001000', '0.000000010000']|1|2
SNXUSDT|SNX-USDT|SNX|USDT|SNX-USDT|SNX|USDT|0.01|0.1|0.1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
SOLUSD|SOL-USD|SOL|USD|SOL-USD|SOL|USD|0.001|0.01|0.01|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
SOLUSDT|SOL-USDT|SOL|USDT|SOL-USDT|SOL|USDT|0.01|0.01|0.01|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|1
SOMMUSDT|SOMM-USDT|SOMM|USDT|SOMM-USDT|SOMM|USDT|0.00001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|1
SOSUSDT|SOS-USDT|SOS|USDT|SOS-USDT|SOS|USDT|0.00000001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
SRMUSDT|SRM-USDT|SRM|USDT|SRM-USDT|SRM|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
STBTUSDT|STBT-USDT|STBT|USDT|STBT-USDT|STBT|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
STETHUSDT|STETH-USDT|STETH|USDT|STETH-USDT|STETH|USDT|0.1|0.0001|0.001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|1
STGUSDT|STG-USDT|STG|USDT|STG-USDT|STG|USDT|0.0001|1|1|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
STMXUSDT|STMX-USDT|STMX|USDT|STMX-USDT|STMX|USDT|1|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['1.000000000000', '10.000000000000', '100.000000000000', '1000.000000000000']|1|2
STSTUSDT|STST-USDT|STST|USDT|STST-USDT|STST|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
SUIUSD|SUI-USD|SUI|USD|SUI-USD|SUI|USD|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SUIUSDT|SUI-USDT|SUI|USDT|SUI-USDT|SUI|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
