coin|name|inner_coin|inner_name|depositenable|withdrawenable|network
OMC|omChain|OMC|omChain|True|True|BNB Smart Chain(BEP20)
OME|O-MEE|OME|O-MEE|False|False|Polygon(MATIC)
CAKE|PancakeSwap|CAKE|PancakeSwap|True|True|BNB Smart Chain(BEP20)
OMG|OmiseGo|OMG|OmiseGo|True|True|Ethereum(ERC20)
KIAN|Porta|KIAN|Porta|False|True|BNB Smart Chain(BEP20)
DUNE|Alpha Dune|DUNE|Alpha Dune|False|True|Ethereum(ERC20)
BOIN|CoinBoin|BOIN|CoinBoin|False|False|Ethereum(ERC20)
OML|Omlira|OML|Omlira|False|False|BNB Smart Chain(BEP20)
OMN|OMN|OMN|OMN|True|True|Omega Network(OMN)
REEF|Reef|REEF|Reef|True|False|Ethereum(ERC20)
REEF|Reef|REEF|Reef|True|True|BNB Smart Chain(BEP20)
TRIAS|Trias|TRIAS|Trias|True|True|BNB Smart Chain(BEP20)
OMX|Omix|OMX|Omix|False|False|Ethereum(ERC20)
NFTART|NFT Art Finance|NFTART|NFT Art Finance|True|True|BNB Smart Chain(BEP20)
POLYPAD|PolyPad|POLYPAD|PolyPad|False|True|BNB Smart Chain(BEP20)
POLYPAD|PolyPad|POLYPAD|PolyPad|False|True|Polygon(MATIC)
MEMERATS|Memerats|MEMERATS|Memerats|True|True|BNB Smart Chain(BEP20)
KIBA|Kiba Inu|KIBA|Kiba Inu|True|True|BNB Smart Chain(BEP20)
KIBA|Kiba Inu|KIBA|Kiba Inu|False|False|Ethereum(ERC20)
CALM|Calm Finance|CALM|Calm Finance|True|True|BNB Smart Chain(BEP20)
MOJO|MojoCoin|MOJO|MojoCoin|False|False|APTOS(APT)
AICOIN1|AICoin|AICOIN1|AICoin|True|True|BNB Smart Chain(BEP20)
ONC|OneCash|ONC|OneCash|False|True|Ethereum(ERC20)
ONE|Harmony|ONE|Harmony|True|True|ONE
MELDOLD2|MELD|MELDOLD2|MELD|False|True|Cardano(ADA)
FAYRE|Fayre|FAYRE|Fayre|False|True|Ethereum(ERC20)
ONG|Ontology Gas|ONG|Ontology Gas|True|True|ONT
VICS|RoboFi|VICS|RoboFi|True|True|BNB Smart Chain(BEP20)
ALGO|Algorand|ALGO|Algorand|True|True|Algorand(ALGO)
LOVELY|Lovely Inu|LOVELY|Lovely Inu|True|True|BNB Smart Chain(BEP20)
ONT|Ontology Token|ONT|Ontology Token|True|True|ONT
ONS|OneShare|ONS|OneShare|False|True|Ethereum(ERC20)
ONX|OnXfinance|ONX|OnXfinance|False|True|Ethereum(ERC20)
ALGB|Algebra|ALGB|Algebra|True|True|Polygon(MATIC)
AIAKITA|AiAkita|AIAKITA|AiAkita|True|True|Arbitrum One(ARB)
REI1|Zerogoki|REI1|Zerogoki|False|True|Ethereum(ERC20)
MEGODS|MemeGods|MEGODS|MemeGods|False|True|Ethereum(ERC20)
WOFO1|World Football1|WOFO1|World Football1|False|True|BNB Smart Chain(BEP20)
MOIL|Moovy|MOIL|Moovy|False|True|BNB Smart Chain(BEP20)
OOE|OpenOcean|OOE|OpenOcean|True|True|BNB Smart Chain(BEP20)
SHIT|ShitCoin|SHIT|ShitCoin|True|True|Ethereum(ERC20)
NAKA|Nakamoto Games|NAKA|Nakamoto Games|True|True|Polygon(MATIC)
LEASH|Doge Killer|LEASH|Doge Killer|False|True|Ethereum(ERC20)
NAKI|NAKI|NAKI|NAKI|False|False|NONE
DEXIOLD|Dexioprotocol|DEXIOLD|Dexioprotocol|False|True|BNB Smart Chain(BEP20)
KZEN|Kaizen Finance|KZEN|Kaizen Finance|True|True|BNB Smart Chain(BEP20)
EGRN|Energreen|EGRN|Energreen|True|True|Ethereum(ERC20)
CALO|Calo|CALO|Calo|False|True|BNB Smart Chain(BEP20)
XAI|Xai|XAI|Xai|True|True|Arbitrum One(ARB)
NANA|Bananace|NANA|Bananace|False|False|BNB Smart Chain(BEP20)
GROKCEO|GROK CEO|GROKCEO|GROK CEO|True|True|BNB Smart Chain(BEP20)
ALIX|AiLink|ALIX|AiLink|False|True|Ethereum(ERC20)
DUSK|Dusk Network|DUSK|Dusk Network|True|True|Ethereum(ERC20)
DUSK|Dusk Network|DUSK|Dusk Network|True|True|BNB Smart Chain(BEP20)
LSCOLD|Littlesesame|LSCOLD|Littlesesame|False|False|Ethereum(ERC20)
CAND|Canary Dollar|CAND|Canary Dollar|True|True|SGB
WSIENNA|Sienna|WSIENNA|Sienna|False|True|Ethereum(ERC20)
OPN|Open Source Network|OPN|Open Source Network|True|True|BNB Smart Chain(BEP20)
OPP|OPP|OPP|OPP|True|True|Ethereum(ERC20)
KICKS|GetKicks|KICKS|GetKicks|True|True|BNB Smart Chain(BEP20)
EARNOLD|Earn Guild|EARNOLD|Earn Guild|False|False|BNB Smart Chain(BEP20)
ZURR|ZURRENCY|ZURR|ZURRENCY|True|True|Ethereum(ERC20)
DUST|DUST Protocol|DUST|DUST Protocol|False|True|Solana(SOL)
OPV|OpenLive NFT|OPV|OpenLive NFT|False|True|BNB Smart Chain(BEP20)
CHAMP1|NFT Champions|CHAMP1|NFT Champions|False|True|Polygon(MATIC)
ZENITH|Zenith Coin|ZENITH|Zenith Coin|False|False|BNB Smart Chain(BEP20)
ZENITH|Zenith Coin|ZENITH|Zenith Coin|False|False|ZENITH
CAMO|Camouflage|CAMO|Camouflage|False|True|Ethereum(ERC20)
VIDY|VIDY|VIDY|VIDY|False|True|Ethereum(ERC20)
ANIMAL|ANIMAL ARMY|ANIMAL|ANIMAL ARMY|True|True|BNB Smart Chain(BEP20)
NSTEPN|NSTEPN|NSTEPN|NSTEPN|False|False|NONE
GAC|Genesis Asset Chain|GAC|Genesis Asset Chain|False|True|Ethereum(ERC20)
CRPT|Crypterium|CRPT|Crypterium|False|False|Ethereum(ERC20)
WORLDAI|WORLD AI|WORLDAI|WORLD AI|False|True|BNB Smart Chain(BEP20)
GSTERC|GreenSatoshiToken|GSTERC|GreenSatoshiToken|False|True|Ethereum(ERC20)
GAI|GENAIS|GAI|GENAIS|False|True|BNB Smart Chain(BEP20)
PUMBAA|Pumbaa|PUMBAA|Pumbaa|False|True|Ethereum(ERC20)
OMAX|OMAX|OMAX|OMAX|True|True|OMAX
GAL|Galxe|GAL|Galxe|True|True|Ethereum(ERC20)
YAMA|Yama|YAMA|Yama|False|True|Ethereum(ERC20)
GAN|Galactic Arena|GAN|Galactic Arena|False|True|BNB Smart Chain(BEP20)
GAS|Gas DAO|GAS|Gas DAO|True|True|Ethereum(ERC20)
SONIC|Sonic Inu|SONIC|Sonic Inu|True|True|BNB Smart Chain(BEP20)
INSCRIBE|Inscribe|INSCRIBE|Inscribe|True|False|Ethereum(ERC20)
GAT|Game Ace Token|GAT|Game Ace Token|False|True|BNB Smart Chain(BEP20)
XCH|Chia Network|XCH|Chia Network|True|True|Chia(XCH)
SYNC|Synchroni|SYNC|Synchroni|False|True|Ethereum(ERC20)
ORB|ORBCITY|ORB|ORBCITY|False|True|Polygon(MATIC)
PANDORA|PANDORA|PANDORA|PANDORA|False|False|Ethereum(ERC20)
GAX|Galaxy Wallet|GAX|Galaxy Wallet|True|True|BNB Smart Chain(BEP20)
P3D|3DPass|P3D|3DPass|True|True|P3D
ORD|ordinex|ORD|ordinex|True|True|Ethereum(ERC20)
ORC|Orbit Chain|ORC|Orbit Chain|False|True|Ethereum(ERC20)
AVOOLD|Avocado|AVOOLD|Avocado|False|False|BNB Smart Chain(BEP20)
XCN|ONYXCOIN|XCN|ONYXCOIN|True|True|Ethereum(ERC20)
MAGICSHOES|Magic Shoes|MAGICSHOES|Magic Shoes|True|True|Polygon(MATIC)
CAPO|ILCAPO|CAPO|ILCAPO|True|True|BNB Smart Chain(BEP20)
ORE|Open Rights Exchange|ORE|Open Rights Exchange|True|True|Ethereum(ERC20)
MELOS|Melos Studio|MELOS|Melos Studio|True|True|Ethereum(ERC20)
MELOS|Melos Studio|MELOS|Melos Studio|True|True|BNB Smart Chain(BEP20)
CRAZYDAVE|Crazy Dave|CRAZYDAVE|Crazy Dave|True|True|BNB Smart Chain(BEP20)
XONE|XONE|XONE|XONE|True|True|Ethereum(ERC20)
MONO|The Monopolist|MONO|The Monopolist|False|True|BNB Smart Chain(BEP20)
XCT|Citadel.one|XCT|Citadel.one|False|True|BNB Smart Chain(BEP20)
GBC|Golden Block Coin|GBC|Golden Block Coin|False|True|Ethereum(ERC20)
XCV|XCarnival|XCV|XCarnival|True|True|BNB Smart Chain(BEP20)
ORN|Orion Protocol|ORN|Orion Protocol|True|True|Ethereum(ERC20)
SHOP|Shopping|SHOP|Shopping|False|False|Ethereum(ERC20)
ORT|Okratech Token|ORT|Okratech Token|True|True|BNB Smart Chain(BEP20)
BOO1|Boo Token|BOO1|Boo Token|True|True|Solana(SOL)
ORS|OriginSport|ORS|OriginSport|False|False|Ethereum(ERC20)
GBK|GOLDBLOCK|GBK|GOLDBLOCK|False|False|Ethereum(ERC20)
BONK|Bonk|BONK|Bonk|True|True|Solana(SOL)
XDC|XDC Network|XDC|XDC Network|True|True|XDC
XDB|XDB CHAIN|XDB|XDB CHAIN|True|True|XDB
MOOI|MOOI|MOOI|MOOI|False|True|MOOI
KREST|KREST|KREST|KREST|True|True|KREST
GEMG|GemGuardian|GEMG|GemGuardian|False|True|BNB Smart Chain(BEP20)
ETHPAD|ETHPad|ETHPAD|ETHPad|True|True|BNB Smart Chain(BEP20)
BONE|BONE SHIBASWAP|BONE|BONE SHIBASWAP|True|True|Ethereum(ERC20)
COLLAB|Collab.Land|COLLAB|Collab.Land|False|True|Optimism(OP)
BOND|BarnBridge|BOND|BarnBridge|True|True|Ethereum(ERC20)
JOKER|JOKER|JOKER|JOKER|True|True|BNB Smart Chain(BEP20)
HYPE|Supreme Finance|HYPE|Supreme Finance|False|False|BNB Smart Chain(BEP20)
HYPC|HyperCycle|HYPC|HyperCycle|True|True|Ethereum(ERC20)
GCC|Gold Coin Cat|GCC|Gold Coin Cat|True|True|BNB Smart Chain(BEP20)
RVLT|Revolt 2 Earn|RVLT|Revolt 2 Earn|False|True|Polygon(MATIC)
DISOLD|TosDis|DISOLD|TosDis|False|False|Ethereum(ERC20)
SWEAT|SWEAT|SWEAT|Sweat Economy|True|True|Ethereum(ERC20)
SWEAT|SWEAT|SWEAT|SWEAT|True|False|NEAR Protocol(NEAR)
OST|Onestop|OST|Onestop|True|True|BNB Smart Chain(BEP20)
NAOS|NAOS Finance|NAOS|NAOS Finance|True|True|Ethereum(ERC20)
NAOS|NAOS Finance|NAOS|NAOS Finance|True|True|BNB Smart Chain(BEP20)
BOOM|BOOM Token|BOOM|BOOM Token|False|True|Ethereum(ERC20)
BOOL|Bool Ran|BOOL|Bool Ran|True|True|BNB Smart Chain(BEP20)
XEC|XEC|XEC|XEC|True|True|XEC
GCAKE|Pancake Games|GCAKE|Pancake Games|True|False|BNB Smart Chain(BEP20)
GCAKE|Pancake Games|GCAKE|Pancake Games|True|True|Ethereum(ERC20)
CAPY|Capybara|CAPY|Capybara|False|False|Ethereum(ERC20)
STARWARS|Star Wars|STARWARS|Star Wars|False|True|Ethereum(ERC20)
MONI|Monsta Infinite|MONI|Monsta Infinite|False|True|BNB Smart Chain(BEP20)
SCTOLD|SolClout|SCTOLD|SolClout|False|True|Solana(SOL)
REKT|RektARB|REKT|RektARB|True|True|Arbitrum One(ARB)
FEGOLD|FEGtoken|FEGOLD|FEGtoken|False|False|BNB Smart Chain(BEP20)
FEGOLD|FEGtoken|FEGOLD|FEGtoken|False|True|Ethereum(ERC20)
CAPS|Capshort|CAPS|Capshort|True|True|BNB Smart Chain(BEP20)
MONG|MongCoin|MONG|MongCoin|True|True|Ethereum(ERC20)
XEN|none|XEN|XEN Crypto|True|True|Ethereum(ERC20)
XEN|none|XEN|none|False|False|NONE
RENA|Warena|RENA|Warena|False|True|BNB Smart Chain(BEP20)
XEM|NEM|XEM|NEM|False|True|NEM
XEP|Electra Protocol|XEP|Electra Protocol|True|True|XEP
GENS|Genshiro|GENS|Genshiro|False|True|BNB Smart Chain(BEP20)
ANTEX|Antex|ANTEX|Antex|False|True|BNB Smart Chain(BEP20)
KEYFI|KeyFi|KEYFI|KeyFi|False|True|Ethereum(ERC20)
XET|Xfinite|XET|Xfinite|True|True|Algorand(ALGO)
CARM|Carnomic|CARM|Carnomic|False|True|Ethereum(ERC20)
GDC|GlobalDigitalContent|GDC|GlobalDigitalContent|True|True|Ethereum(ERC20)
GALFT|GalatasarayFanToken|GALFT|GalatasarayFanToken|False|True|Chiliz Legacy Chain(CHZ)
10SET|TENSET|10SET|TENSET|False|True|Ethereum(ERC20)
GDG|Golden Goal|GDG|Golden Goal|False|True|Ethereum(ERC20)
ASTRADAO|Astra DAO|ASTRADAO|Astra DAO|True|True|Arbitrum One(ARB)
ABYSS|The Abyss|ABYSS|The Abyss|False|False|Ethereum(ERC20)
HZNDEX|HorizonDEX|HZNDEX|HorizonDEX|True|True|LINEA
CARE|Carecoin|CARE|Carecoin|False|True|Ethereum(ERC20)
CARD|Cardstack|CARD|Cardstack|False|False|Ethereum(ERC20)
RENQ|Renq Finance|RENQ|Renq Finance|True|True|Ethereum(ERC20)
YARD|Solyard Finance|YARD|Solyard Finance|False|True|Solana(SOL)
GDO|GroupDAO|GDO|GroupDAO|False|True|Ethereum(ERC20)
XFI|XFI|XFI|XFI|True|True|XFI
GDX|Gridex|GDX|Gridex|False|True|Arbitrum One(ARB)
BORA|BORA|BORA|BORA|False|True|Klaytn(KLAY)
GEC|GEC|GEC|GEC|True|True|Ethereum(ERC20)
MOON|CryptoCurrency Moons|MOON|CryptoCurrency Moons|False|True|ARBNOVA
HARAMBE|Harambe|HARAMBE|Harambe|True|True|Solana(SOL)
GEMS|Algogems|GEMS|Algogems|False|True|Algorand(ALGO)
XFT|Offshift|XFT|Offshift|False|True|Ethereum(ERC20)
ELONDOGE|ELON DOGE|ELONDOGE|ELON DOGE|False|True|BNB Smart Chain(BEP20)
MOOV|dotmoovs|MOOV|dotmoovs|True|True|Ethereum(ERC20)
EPIK|EpiK Protocol|EPIK|EpiK Protocol|False|False|Ethereum(ERC20)
GEM|GEM ETHEREUM MEME|GEM|GEM ETHEREUM MEME|False|True|Ethereum(ERC20)
GEL|Gelato Network|GEL|Gelato Network|True|True|Ethereum(ERC20)
ITEM|Itemverse|ITEM|Itemverse|True|True|BNB Smart Chain(BEP20)
GEN|daostack|GEN|daostack|False|True|Ethereum(ERC20)
CRTS|Cratos|CRTS|Cratos|False|True|BNB Smart Chain(BEP20)
CRTS|Cratos|CRTS|Cratos|True|True|Ethereum(ERC20)
GENE|Genopets|GENE|Genopets|True|True|Solana(SOL)
ICDA|InscriptionDAO|ICDA|InscriptionDAO|True|True|Ethereum(ERC20)
GER|GinzaEternityReward|GER|GinzaEternityReward|False|True|BNB Smart Chain(BEP20)
CART|CryptoArt.Ai|CART|CryptoArt.Ai|False|True|Ethereum(ERC20)
CATS|CATS|CATS|CATS|True|True|BNB Smart Chain(BEP20)
ALPA|AlpaToken|ALPA|AlpaToken|False|True|Ethereum(ERC20)
KILT|KILT|KILT|KILT|True|True|KILT
DIABLO|Diablo|DIABLO|Diablo|True|True|BNB Smart Chain(BEP20)
ALEPH|Alephim|ALEPH|Alephim|True|True|Ethereum(ERC20)
PEPEGOD|PepeGod|PEPEGOD|PepeGod|False|True|Ethereum(ERC20)
OVR|OVR|OVR|OVR|True|True|Ethereum(ERC20)
GFI|GameFi Token|GFI|GameFi Token|False|True|BNB Smart Chain(BEP20)
CATE|Catecoin|CATE|Catecoin|True|True|BNB Smart Chain(BEP20)
GFT|Gifto|GFT|Gifto|True|True|BNB Smart Chain(BEP20)
SOLANAX|SOLANAX|SOLANAX|SOLANAX|True|True|BNB Smart Chain(BEP20)
GFX|GAMYFI |GFX|GAMYFI|False|True|Ethereum(ERC20)
GFX|GAMYFI |GFX|GAMYFI |False|False|BNB Smart Chain(BEP20)
GFY|GFY|GFY|GFY|True|True|Ethereum(ERC20)
TCG2|TCGCoin 2.0|TCG2|TCGCoin 2.0|False|True|BNB Smart Chain(BEP20)
BXEN|XEN Crypto|BXEN|XEN Crypto|True|True|BNB Smart Chain(BEP20)
ZOMFI|Zomfi|ZOMFI|Zomfi|False|True|BNB Smart Chain(BEP20)
NBRACELETS|NBRACELETS|NBRACELETS|NBRACELETS|False|False|NONE
GEOS|GEOPOLY|GEOS|GEOPOLY|False|True|Polygon(MATIC)
FRZSSCOIN|FRZSolar System Coin|FRZSSCOIN|FRZSolar System Coin|False|True|BNB Smart Chain(BEP20)
OWL|OwlDAO|OWL|OwlDAO|False|True|BNB Smart Chain(BEP20)
GGD|GGrid Network Token|GGD|GGrid Network Token|True|True|BNB Smart Chain(BEP20)
SHRK|SharkCoin|SHRK|SharkCoin|False|False|BNB Smart Chain(BEP20)
WDOGE|WDOGE|WDOGE|WDOGE|False|True|Dogechain(DC)
RVLTOLD|Revolt 2 Earn|RVLTOLD|Revolt 2 Earn|False|False|Polygon(MATIC)
ZKGROK|zkGROK|ZKGROK|zkGROK|True|True|zkSync Era
NABOX|Nabox|NABOX|Nabox|True|True|BNB Smart Chain(BEP20)
NDEADFELLAZ|Deadfellaz|NDEADFELLAZ|Deadfellaz|False|False|NONE
ITGR|Integral|ITGR|Integral|True|True|Ethereum(ERC20)
DEXTF|Domani Protocol|DEXTF|Domani Protocol|True|True|Ethereum(ERC20)
OXD|0xDAO|OXD|0xDAO|False|True|Fantom(FTM)
BABYDRAGON|Baby Dragon|BABYDRAGON|Baby Dragon|True|True|BNB Smart Chain(BEP20)
KVERSE|Keeps Coin|KVERSE|Keeps Coin|False|True|BNB Smart Chain(BEP20)
ALPH|Alephium|ALPH|Alephium|True|True|Alephium(ALPH)
ARGOLD|ARG|ARGOLD|ARG|False|False|Chiliz Legacy Chain(CHZ)
GHD|Giftedhands|GHD|Giftedhands|False|False|Ethereum(ERC20)
GHD|Giftedhands|GHD|Giftedhands|False|True|BNB Smart Chain(BEP20)
GHC|Galaxy Heroes Coin|GHC|Galaxy Heroes Coin|False|True|BNB Smart Chain(BEP20)
LUCA|ATM|LUCA|ATM|True|True|BNB Smart Chain(BEP20)
ADAX|ADAX|ADAX|ADAX|True|True|Cardano(ADA)
LDAO|LeaderDAO|LDAO|LeaderDAO|True|True|Ethereum(ERC20)
KINT|Kintsugi|KINT|Kintsugi|False|True|KINT
METABABY|Metababy|METABABY|Metababy|False|True|Ethereum(ERC20)
OXT|Orchid|OXT|Orchid|True|True|Ethereum(ERC20)
ADAO|Adadao|ADAO|Adadao|False|True|Cardano(ADA)
OXY|OXYGEN|OXY|OXYGEN|False|True|Ethereum(ERC20)
VINU|Vita Inu|VINU|Vita Inu|True|True|BNB Smart Chain(BEP20)
CAVE|Crypto Cavemen Club|CAVE|Crypto Cavemen Club|False|True|Solana(SOL)
LBROLD|Lybra Finance|LBROLD|Lybra Finance|False|False|Ethereum(ERC20)
GHX|GamerCoin|GHX|GamerCoin|True|True|Ethereum(ERC20)
HYVE|Hyve|HYVE|Hyve|True|True|Ethereum(ERC20)
MOSS|Moss|MOSS|Moss|True|True|Ethereum(ERC20)
TCGC|TCG Verse|TCGC|TCG Verse|True|True|OASYS
GERA|Gera Coin|GERA|Gera Coin|False|True|Ethereum(ERC20)
UNIBOT|UniBot|UNIBOT|UniBot|True|True|Ethereum(ERC20)
SOLANA2|BarbieCrashBandicoot|SOLANA2|BarbieCrashBandicoot|False|True|Ethereum(ERC20)
MXEN|XEN Crypto|MXEN|XEN Crypto|True|True|Polygon(MATIC)
MOTG|META OCTAGON|MOTG|META OCTAGON|False|True|Ethereum(ERC20)
PPMC|Pepe Mining Company|PPMC|Pepe Mining Company|True|True|Solana(SOL)
KING|KING|KING|KING|True|True|Solana(SOL)
GIV|GIV Token|GIV|GIV Token|False|True|Ethereum(ERC20)
KINE|Kine Governance|KINE|Kine Governance|True|True|Ethereum(ERC20)
INSURE|InsureDAO|INSURE|InsureDAO|False|True|Ethereum(ERC20)
ICHI|ICHI|ICHI|ICHI|False|True|Ethereum(ERC20)
BNBBULL|BNBBULL|BNBBULL|BNBBULL|False|True|Ethereum(ERC20)
OZO|Ozone Chain|OZO|Ozone Chain|True|True|OZO
TRIBE|TRIBE-HECO|TRIBE|TRIBE|False|True|Ethereum(ERC20)
TRIBE|TRIBE-HECO|TRIBE|TRIBE-HECO|False|False|HECO
MOWA|Moniwar|MOWA|Moniwar|False|True|BNB Smart Chain(BEP20)
BANANAOLD|ApeSwapFinance|BANANAOLD|ApeSwapFinance|False|False|BNB Smart Chain(BEP20)
PBTC35A|POW BTC35WT|PBTC35A|POW BTC35WT|False|True|Ethereum(ERC20)
RETS|RaiseEntertainmentT.|RETS|RaiseEntertainmentT.|True|True|BNB Smart Chain(BEP20)
XLM|Stellar|XLM|Stellar|True|True|Stellar(XLM)
ALT0|ArchLoot|ALT0|ArchLoot|True|True|BNB Smart Chain(BEP20)
PINKSALE|PinkSale|PINKSALE|PinkSale|False|True|BNB Smart Chain(BEP20)
EVILSQUID|EvilSquidGame|EVILSQUID|EvilSquidGame|False|True|BNB Smart Chain(BEP20)
XLP|XLP|XLP|XLP|False|True|Ethereum(ERC20)
XLS|ELIS|XLS|ELIS|False|False|ERC20
XLS|ELIS|XLS|ELIS|True|True|Polygon(MATIC)
XRISE|Xrise|XRISE|Xrise|True|True|Ethereum(ERC20)
OMMI|OMMNIVERSE|OMMI|OMMNIVERSE|True|True|Polygon(MATIC)
SUPER|SuperFarm|SUPER|SuperFarm|False|True|Ethereum(ERC20)
SERSHOLD|SERSH|SERSHOLD|SERSH|False|False|BNB Smart Chain(BEP20)
BRICK|FortNiteBR Bricks|BRICK|FortNiteBR Bricks|False|True|ARBNOVA
RNDR|Render|RNDR|Render|True|True|Ethereum(ERC20)
MOVD|MOVE Network|MOVD|MOVE Network|False|True|Ethereum(ERC20)
MOVE|BlueMove|MOVE|BlueMove|True|True|APTOS(APT)
RNDX|Round X|RNDX|Round X|True|True|Klaytn(KLAY)
KITTY|Kitty Inu|KITTY|Kitty Inu|True|True|Ethereum(ERC20)
XMP|X-Metapol|XMP|X-Metapol|True|True|BNB Smart Chain(BEP20)
MOVR|Moonriver|MOVR|Moonriver|True|True|MOVR
XMR|Monero|XMR|Monero|True|True|Monero(XMR)
PIXELOLD|PixelVerse|PIXELOLD|PixelVerse|False|True|Ethereum(ERC20)
PIXELOLD|PixelVerse|PIXELOLD|PixelVerse|False|False|Avalanche C Chain(AVAX CCHAIN)
5IRE|5ire|5IRE|5ire|True|True|Ethereum(ERC20)
XMS|Mars Ecosystem Token|XMS|Mars Ecosystem Token|False|True|BNB Smart Chain(BEP20)
GLF|Galaxy Finance|GLF|Galaxy Finance|False|True|BNB Smart Chain(BEP20)
XMX|XMAX|XMX|XMAX|True|True|Ethereum(ERC20)
GLI|GLI TOKEN|GLI|GLI TOKEN|True|True|BNB Smart Chain(BEP20)
ADEX|Adadex|ADEX|Adadex|True|True|BNB Smart Chain(BEP20)
XNA|Neurai|XNA|Neurai|True|True|Neurai(XNA)
REVO|Revoland|REVO|Revoland|False|True|BNB Smart Chain(BEP20)
GM1|GhostMarket|GM1|GhostMarket|False|False|BNB Smart Chain(BEP20)
GLO|GLOSFER|GLO|GLOSFER|False|True|Ethereum(ERC20)
GLR|Glory Finance|GLR|Glory Finance|False|True|BNB Smart Chain(BEP20)
GLQ|GLQ|GLQ|GraphLinq|False|False|Ethereum(ERC20)
GLQ|GLQ|GLQ|GLQ|True|True|GLQ
KABY|Kaby Arena|KABY|Kaby Arena|False|True|BNB Smart Chain(BEP20)
HAMBURGLAR|Hamburglar|HAMBURGLAR|Hamburglar|True|True|Arbitrum One(ARB)
MGCOLD|MGC|MGCOLD|MGC|False|False|Ethereum(ERC20)
GLW|Galactic War|GLW|Galactic War|True|True|BNB Smart Chain(BEP20)
WMOXY|Wrapped MOXY|WMOXY|Wrapped MOXY|True|True|Ethereum(ERC20)
ADEL|AkropolisDelphi|ADEL|AkropolisDelphi|False|True|Ethereum(ERC20)
REVV|REVV|REVV|REVV|True|True|Ethereum(ERC20)
DANDY|dandy.dego|DANDY|dandy.dego|False|True|Ethereum(ERC20)
BLACK|BlackHole Protocol|BLACK|BlackHole Protocol|False|True|Ethereum(ERC20)
GMB|GAMB|GMB|GAMB|False|True|Ethereum(ERC20)
GMI|GamiFi.GG|GMI|GamiFi.GG|False|True|BNB Smart Chain(BEP20)
LUFC|Leeds United FC|LUFC|Leeds United FC|False|False|Chiliz Chain(CHZ2)
GMM|Gamium|GMM|Gamium|True|True|BNB Smart Chain(BEP20)
OGGYETH|Oggy inu|OGGYETH|Oggy inu|True|True|Ethereum(ERC20)
GMS|GameStar|GMS|GameStar|False|True|BNB Smart Chain(BEP20)
GMT|GMT Token|GMT|GMT Token|True|True|Ethereum(ERC20)
GMT|GMT Token|GMT|GMT Token|True|True|BNB Smart Chain(BEP20)
GMX|GMX|GMX|GMX|True|True|Arbitrum One(ARB)
SATS2|SatsMax|SATS2|SatsMax|False|True|BNB Smart Chain(BEP20)
KIRO|Kirobo|KIRO|Kirobo|False|True|BNB Smart Chain(BEP20)
XOR|SORA|XOR|SORA|False|True|Ethereum(ERC20)
VOKEN|VOKEN|VOKEN|VOKEN|False|False|Ethereum(ERC20)
OMNI|OMNISWAP|OMNI|OMNISWAP|False|True|BNB Smart Chain(BEP20)
EYES|EYES Protocol|EYES|EYES Protocol|True|True|Ethereum(ERC20)
GENIE|GenieBot|GENIE|GenieBot|False|True|Ethereum(ERC20)
ICNX|Icon.X World|ICNX|Icon.X World|True|True|Polygon(MATIC)
VITA|VitaDAO|VITA|VitaDAO|False|True|Ethereum(ERC20)
GNO|Gnosis|GNO|Gnosis|True|True|Ethereum(ERC20)
XPB|PowBlocks|XPB|PowBlocks|True|True|Ethereum(ERC20)
VITE|ViteToken|VITE|ViteToken|True|True|VITE
HADES|About HadeSwap|HADES|About HadeSwap|False|True|Solana(SOL)
GNS|Gains Network|GNS|Gains Network|True|True|Polygon(MATIC)
GNS|Gains Network|GNS|Gains Network|True|False|Arbitrum One(ARB)
SUNNY|Sunny Aggregator|SUNNY|Sunny Aggregator|False|True|Solana(SOL)
VITY|Vitteey|VITY|Vitteey|False|True|BNB Smart Chain(BEP20)
GNX|GenaroNetwork|GNX|GenaroNetwork|False|True|Ethereum(ERC20)
CTOOLD|Coinversation|CTOOLD|Coinversation|False|False|Ethereum(ERC20)
POLYDOGE|PolyDoge|POLYDOGE|PolyDoge|True|True|Polygon(MATIC)
CODAI|CODAI|CODAI|CODAI|True|True|BNB Smart Chain(BEP20)
XPO|Xpool|XPO|Xpool|True|True|BNB Smart Chain(BEP20)
XPR|XPR Network|XPR|XPR Network|True|True|XPR Network
BOZO|BOZO|BOZO|BOZO|True|False|Solana(SOL)
GOG|Guild of Guardians|GOG|Guild of Guardians|False|True|Ethereum(ERC20)
ZETRIX|ZETRIX|ZETRIX|ZETRIX|True|True|ZETRIX
GOF|Golff|GOF|Golff |True|False|Ethereum(ERC20)
GOF|Golff|GOF|Golff|False|False|HECO
STRNGR|Stronger|STRNGR|Stronger|False|True|Ethereum(ERC20)
XPX|ProximaX|XPX|ProximaX|False|False|XPX
GOO|Art Gobblers Goo|GOO|Art Gobblers Goo|False|True|Ethereum(ERC20)
GOS|Game of Soles|GOS|Game of Soles|False|True|BNB Smart Chain(BEP20)
GOT|GoatNFT|GOT|GoatNFT|True|True|BNB Smart Chain(BEP20)
ALYA|ALYATTES|ALYA|ALYATTES|False|True|BNB Smart Chain(BEP20)
SHIRYO|Shiryo|SHIRYO|Shiryo|True|True|Ethereum(ERC20)
GOV|SubDAO|GOV|SubDAO|False|True|Ethereum(ERC20)
