gen_name|original_name|last|lastSz|askPx|askSz|bidPx|bidSz|open24h|high24h|low24h|volCcy24h|vol24h|ts|sodUtc0|sodUtc8|alias|baseCcy|category|ctMult|ctType|ctVal|ctValCcy|expTime|instFamily|instType_y|lever|listTime|lotSz|maxIcebergSz|maxLmtAmt|maxLmtSz|maxMktAmt|maxMktSz|maxStopSz|maxTriggerSz|maxTwapSz|minSz|optType|quoteCcy|settleCcy|state|stk|tickSz|uly
RAYUSDT|RAY-USDT|1.0825|2.055264|1.0825|3.653449|1.0806|64.626707|1.1141|1.1298|1.0568|431363.5394251331|395146.465597|1708432125107|1.09|1.118||RAY|1|||||||SPOT||1639723800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
FLMUSDT|FLM-USDT|0.09418|3286.011409|0.09428|3465|0.09423|2123|0.094|0.0952|0.09146|176403.54807506608|1875327.285055|1708432124308|0.09482|0.09455||FLM|1|||||||SPOT|5|1601247097000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
SOLUSDT|SOL-USDT|109.79|0.888895|109.79|2.904144|109.78|32.778829|112.36|114.88|108.07|112976822.77277121|1012349.563423|1708432125104|111.55|113.71||SOL|1|||||||SPOT|10|1601431200000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
API3USDT|API3-USDT|4.111|12.17881|4.112|5.246666|4.109|186.613316|4.167|4.572|4.036|4943608.483322177|1164076.547084|1708432125113|4.16|4.19||API3|1|||||||SPOT|5|1607464841000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
YFIUSDT|YFI-USDT|7752|0.019315|7753|0.0486|7750|0.053439|7793|7911|7585|628862.81036|80.954693|1708432124104|7828|7810||YFI|1|||||||SPOT|5|1598569239000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.0005||USDT||live||1|
SWFTCUSDT|SWFTC-USDT|0.002574|68591.427143|0.002587|7000|0.002571|2723.014922|0.002496|0.002911|0.002478|365177.594886728045|137073614.660993|1708432104212|0.002642|0.002513||SWFTC|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.000001|
CROUSDC|CRO-USDC|0.09199|675.1043|0.09206|5477.3648|0.09184|1914.4635|0.09082|0.0923|0.08988|111882.463377305|1229650.8207|1708432122310|0.09165|0.09104||CRO|1|||||||SPOT||1655787830000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.00001|
LDOUSDT|LDO-USDT|3.203|2.89|3.204|270.26|3.202|390|3.381|3.46|3.12|6200721.6522021|1880075.6644|1708432123807|3.401|3.33||LDO|1|||||||SPOT|5|1662085641000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
TRAUSDT|TRA-USDT|1.295|1.11|1.295|23.282733|1.284|16.538653|0.875|1.786|0.87|1504199.477725576|1192985.921029|1708432117405|1.307|1.249||TRA|1|||||||SPOT||1617966991000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
MATICBTC|MATIC-BTC|0.00001883|708.39|0.00001885|2601.2548|0.00001883|203.0102|0.00001914|0.00001936|0.00001865|1.64992385539|86675.9151|1708432122613|0.00001928|0.00001895||MATIC|1|||||||SPOT||1666675534000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|999999|999999|99999999999999.0000000000000000|99999999999999.0000000000000000|1||BTC||live||0.00000001|
FETUSDT|FET-USDT|0.9632|10.009|0.9639|10.005|0.9636|240|0.9507|1.0241|0.8885|11475456.7502817|12013448.967|1708432125111|0.9787|0.9288||FET|1|||||||SPOT|5|1700803863000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDT||live||0.0001|
LINKEUR|LINK-EUR|18.525|2.699055|18.181|6.461262|18.144|6.21033|18.747|18.747|18.417|2411.310207044|129.987051|1708432118204|18.525|18.417||LINK|1|||||||SPOT||1700539798000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||EUR||live||0.001|
AAVEUSDC|AAVE-USDC|95.74|0.5773|95.8|6.1648|95.61|9.4408|96.33|97.81|93.94|52891.99697|550.5542|1708432120804|96.62|96.71||AAVE|1|||||||SPOT|5|1654585175000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.01||USDC||live||0.01|
NMRUSDT|NMR-USDT|33.95|1.45985|33.98|17.04922|33.93|0.000002|36.03|36.03|32.64|1411793.85278255|41275.669796|1708432123505|34.35|34.49||NMR|1|||||||SPOT|5|1599778808000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.01|
UTKUSDT|UTK-USDT|0.0844|118.483412|0.0845|388.064448|0.0842|1877.939752|0.0856|0.0856|0.0829|38689.0860119291|458925.185573|1708432114208|0.085|0.0848||UTK|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.0001|
TONUSDT|TON-USDT|2.288|8.208|2.288|301.075|2.287|311.9612|2.26|2.299|2.241|5280753.4824247|2324106.4128|1708432124612|2.271|2.282||TON|1|||||||SPOT|5|1651204987000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
DOGEUSDC|DOGE-USDC|0.08728|1659.37|0.08728|3318.74|0.08725|11505.86|0.08633|0.09182|0.08543|1635152.125016|18487179.39|1708432123511|0.08945|0.08746||DOGE|1|||||||SPOT|10|1653286331000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||USDC||live||0.00001|
AAVEUSDT|AAVE-USDT|95.71|2.07029|95.68|7.318932|95.65|2.7|96.6|98|93.7|3624294.67460976|37758.106429|1708432124912|96.21|97.02||AAVE|1|||||||SPOT|5|1603317639000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
LONUSDT|LON-USDT|0.692|64.930927|0.693|3312.098329|0.692|653.055198|0.696|0.697|0.692|27978.740317982|40314.480499|1708432114013|0.695|0.696||LON|1|||||||SPOT||1608658200000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.001|
TRBUSDT|TRB-USDT|131.54|0.003518|131.52|0.5|131.43|0.224421|125.32|148|124.2|13014521.16276638|95990.346426|1708432125105|127.41|126.18||TRB|1|||||||SPOT|5|1598569262000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.01|
MATICUSDT|MATIC-USDT|0.9854|189.220299|0.9857|1107.22965|0.9856|132.541786|0.9994|1.0063|0.9602|17352693.4463468912|17609721.30003|1708432125011|0.9968|0.9869||MATIC|1|||||||SPOT|10|1617008400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
SWEATUSDT|SWEAT-USDT|0.01108|1323.98|0.011085|999.99|0.011079|3906.86|0.011015|0.011098|0.010605|273141.64451643|25223109.4|1708432123513|0.010769|0.010814||SWEAT|1|||||||SPOT|3|1663052031000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.000001|
DOGEUSDT|DOGE-USDT|0.08727|21.608147|0.08728|52224.910378|0.08727|2578.391853|0.0863|0.0916|0.08536|66908943.36754834587|758088887.539624|1708432124913|0.08939|0.08755||DOGE|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
YFIIUSDT|YFII-USDT|968.7|0.01|969.5|0.134219|968.7|0.100914|1008.6|1028|956|2289939.7978906|2318.048909|1708432123511|985.8|1015||YFII|1|||||||SPOT||1598569254000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.001||USDT||live||0.1|
SOLUSDC|SOL-USDC|109.83|2.023753|109.81|33.26924|109.78|25.599893|112.41|114.89|108.1|4932015.77363478|44061.663952|1708432124412|111.57|113.66||SOL|1|||||||SPOT|10|1653286331000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDC||live||0.01|
BICOUSDT|BICO-USDT|0.4478|206.541313|0.4478|498.5|0.4474|520.75554|0.4501|0.455|0.434|574786.991510963|1285723.943072|1708432124708|0.451|0.4536||BICO|1|||||||SPOT|3|1638350839000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
MATICUSDC|MATIC-USDC|0.9856|63.7629|0.9856|140.625|0.9855|50.731|0.9996|1.0065|0.9605|1176659.54363047|1193280.1789|1708432125104|0.9981|0.9869||MATIC|1|||||||SPOT|10|1653975320000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
XRPUSDT|XRP-USDT|0.5715|1.2|0.5715|15125.839166|0.5714|11555.084043|0.5586|0.5741|0.5537|42312326.5754688476|74989009.560737|1708432124912|0.5626|0.5582||XRP|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
ENSUSDT|ENS-USDT|23.062|1.304421|23.073|8.25|23.061|5.096898|23.245|24|22.445|7712949.583505154|334020.209723|1708432124704|23.758|23.006||ENS|1|||||||SPOT|5|1636418921000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
LPTUSDT|LPT-USDT|15.427|2|15.431|2.083185|15.419|9.5|17.5|17.802|15.06|11150584.366256349|678917.360651|1708432124213|17.212|16.852||LPT|1|||||||SPOT|5|1617354075000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.001|
BNBUSDT|BNB-USDT|357.6|0.28041|357.6|7.128455|357.5|4.393451|353|361.3|350.8|9416286.8390699|26544.795164|1708432124704|351.6|354.1||BNB|1|||||||SPOT|5|1671540758000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDT||live||0.1|
CHZBTC|CHZ-BTC|0.00000237|2140|0.000002371|4555|0.000002368|2140|0.000002178|0.000002416|0.000002168|1.989161271|850688|1708432125013|0.000002343|0.000002196||CHZ|1|||||||SPOT|3|1614754800000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|10||BTC||live||0.000000001|
PRQUSDT|PRQ-USDT|0.1598|20.9529|0.1598|256.035283|0.1591|127.118016|0.1667|0.1679|0.1572|281656.0424294263|1737755.162475|1708432123913|0.1637|0.1617||PRQ|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
SPELLUSDT|SPELL-USDT|0.0006279|6266.07555|0.000628|8062.07745|0.0006271|325832.83351|0.0006303|0.0006398|0.0006135|147224.422401150319|234579050.42729|1708432125011|0.0006296|0.0006301||SPELL|1|||||||SPOT||1634282681000|0.00001|9999999999999.0000000000000000|20000000|9999999999999|1000000|1000000|1000000|9999999999999.0000000000000000|9999999999999.0000000000000000|100||USDT||live||0.0000001|
OMIUSDT|OMI-USDT|0.001124|1716.629|0.001125|14452.868|0.001123|584402.201|0.001005|0.001227|0.001|768869.777894649|688390753.337|1708432080017|0.001099|0.00102||OMI|1|||||||SPOT||1627898400000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|1000||USDT||live||0.000001|
BNBUSDC|BNB-USDC|358.1|0.36871|357.7|2.19489|357.5|4.642139|353|361.1|351.1|161495.5251695|454.93568|1708432123810|351.8|354.5||BNB|1|||||||SPOT||1671540758000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.01||USDC||live||0.1|
CRVUSDT|CRV-USDT|0.5697|313.68115|0.5697|450|0.5696|17.518897|0.5559|0.5778|0.5487|6822221.8814518235|12197696.617606|1708432121912|0.5626|0.5578||CRV|1|||||||SPOT|5|1597346595000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
ARBUSDT|ARB-USDT|2.0041|249.4694|2.0045|100|2.0044|49.9982|2.0643|2.0801|1.9609|21276730.76929294|10495488.2428|1708432125107|2.0539|2.0428||ARB|1|||||||SPOT|5|1679575630000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.0001|
JPGUSDT|JPG-USDT|0.0239|4884.27|0.02392|2100|0.02377|1016.65|0.02286|0.0259|0.0228|125127.3471137|5263628.61|1708432123408|0.02395|0.02364||JPG|1|||||||SPOT||1695612111000|0.01|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|1000000|1000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100||USDT||live||0.00001|
EGLDUSDT|EGLD-USDT|61.22|4.125|61.26|4.125|61.23|11.25|60.86|61.9|59.19|1066210.10171031|17493.377542|1708432123604|60.92|61.22||EGLD|1|||||||SPOT|5|1601425800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.01|
WBTCUSDT|WBTC-USDT|52367.1|0.0003|52342|0.0035|52315.7|0.003692|52372.1|52443.5|51360.9|95076.2268421|1.82839|1708432114313|51708.7|52161.6||WBTC|1|||||||SPOT||1599973211000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.0001||USDT||live||0.1|
PORUSDT|POR-USDT|2.54|19.8287|2.561|5.8775|2.543|162.3919|2.411|3.22|2.4|375468.90451|139601.6942|1708432122512|2.52|2.437||POR|1|||||||SPOT||1663915767000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDT||live||0.001|
DOSEUSDT|DOSE-USDT|0.00381|38238.222753|0.003811|7634.9038|0.00381|14376.776454|0.00396|0.004004|0.003711|124394.600411128874|32202207.259093|1708432098004|0.003864|0.00392||DOSE|1|||||||SPOT||1635930855000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.000001|
BORAUSDT|BORA-USDT|0.1563|1318.3381|0.1575|249.8334|0.1564|81.2719|0.1517|0.1585|0.1487|231902.4805105|1498766.8021|1708432098012|0.1501|0.1491||BORA|1|||||||SPOT||1648624377000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDT||live||0.0001|
ASTUSDT|AST-USDT|0.1158|2686.006963|0.1161|1347.576492|0.1157|13.292162|0.1166|0.1178|0.1136|54356.7020214296|470076.449758|1708432080007|0.1158|0.117||AST|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
CRVUSDC|CRV-USDC|0.5701|19.8162|0.57|877.2873|0.5692|2773.7387|0.5576|0.5766|0.5498|47277.39072789|84759.9156|1708432121905|0.5665|0.557||CRV|1|||||||SPOT||1653975320000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
LINKETH|LINK-ETH|0.006655|2.02|0.006669|97.184|0.00665|1.221|0.00682|0.006884|0.006636|7.495772895|1112.582|1708432115807|0.006723|0.006816||LINK|1|||||||SPOT||1548133413000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|0.1||ETH||live||0.000001|
HCUSDT|HC-USDT|0.1111|350.054757|0.1116|16.939158|0.1111|3137.028797|0.1105|0.1195|0.1081|74898.2039551897|663040.310289|1708432109008|0.1148|0.1093||HC|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
NEOUSDT|NEO-USDT|12.869|0.388274|12.87|0.386434|12.869|19.6|12.898|13.059|12.481|1250934.386883154|97635.956556|1708432122512|12.948|12.857||NEO|1|||||||SPOT|5|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
SDUSDT|SD-USDT|0.9412|100.415305|0.9458|17|0.9417|16|0.9385|0.9863|0.9207|257357.0576212755|271610.083314|1708432124304|0.941|0.9456||SD|1|||||||SPOT||1647338743000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
BNTUSDT|BNT-USDT|0.8201|100|0.8203|60.95331|0.8193|152.109467|0.8174|0.8235|0.7911|214568.7504145656|264424.428184|1708432124912|0.8136|0.8138||BNT|1|||||||SPOT|3|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
EOSUSDC|EOS-USDC|0.8021|249.2424|0.8027|330.1705|0.8016|427.2223|0.7812|0.8053|0.776|53817.51990796|68095.6126|1708432118713|0.793|0.7851||EOS|1|||||||SPOT||1585176747000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
MRSTUSDT|MRST-USDT|0.002782|30348.0549|0.002788|1490.5414|0.002777|100.2514|0.002909|0.00291|0.002675|53107.7870837992|19281478.2067|1708432080021|0.002744|0.002721||MRST|1|||||||SPOT||1667966214000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|100||USDT||live||0.000001|
CHZUSDT|CHZ-USDT|0.12398|208.161124|0.12397|2485.219108|0.12395|2062.5|0.11419|0.12665|0.11275|14874543.38478444518|123970143.445891|1708432125013|0.12158|0.1141||CHZ|1|||||||SPOT|5|1614754800000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.00001|
USDCUSDT|USDC-USDT|1|10.05|1.0001|2527085.633135|1|135997.912765|0.9997|1.0001|0.9997|20816938.6586861718|20818205.30348|1708432114213|0.9998|1||USDC|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
DOTUSDT|DOT-USDT|7.842|61.049673|7.841|41.08235|7.84|3.558745|7.797|8.167|7.625|14012792.482864976|1782345.952647|1708432125014|8.027|7.738||DOT|1|||||||SPOT|10|1598061640000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDT||live||0.001|
RDNTUSDC|RDNT-USDC|0.3359|30.995|0.3364|6043.497|0.3357|2722.235|0.3383|0.3439|0.3269|51362.6731434|152374.984|1708432122310|0.3399|0.3415||RDNT|1|||||||SPOT||1679379214000|0.001|999999999999999.0000000000000000|20000000|999999999999999|1000000|1000000|1000000|999999999999999.0000000000000000|999999999999999.0000000000000000|10||USDC||live||0.0001|
MILOUSDT|MILO-USDT|0.00000000706|83386766|0.00000000706|17642608110|0.00000000702|3018831028|0.0000000071|0.00000000743|0.00000000695|50022.08936969797|7051633947579|1708432111009|0.00000000708|0.00000000716||MILO|1|||||||SPOT||1648531576000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|20000000000|20000000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000000||USDT||live||0.00000000001|
GRTUSDC|GRT-USDC|0.2494|0.0001|0.2497|4410.2015|0.2492|795.1891|0.2628|0.2649|0.2431|66426.60798137|263943.8007|1708432123904|0.2484|0.2561||GRT|1|||||||SPOT||1655121032000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
WXTUSDT|WXT-USDT|0.00507|1978.239366|0.00507|13437.726467|0.00505|20972.954201|0.00496|0.00518|0.00494|19600.80680858069|3870318.174165|1708432125004|0.00511|0.00498||WXT|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
XAUTUSDT|XAUT-USDT|2023.8|0.082509|2027.1|0.021113|2023.9|0.006762|2018.5|2027.2|2014.2|124928.9453956|61.861175|1708432121612|2015.8|2014.2||XAUT|1|||||||SPOT||1658201420000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.001||USDT||live||0.1|
POLYDOGEUSDT|POLYDOGE-USDT|0.00000000687|148291948|0.00000000688|954538749|0.00000000687|33135999|0.00000000702|0.00000000766|0.00000000675|211967.4298421962|29884599924223|1708432080016|0.00000000693|0.00000000695||POLYDOGE|1|||||||SPOT||1636365219000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|25000000000|25000000000|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000000||USDT||live||0.00000000001|
MINAUSDT|MINA-USDT|1.3662|131.25|1.3661|302.5|1.3654|40|1.3938|1.4007|1.3248|2573757.0060418349|1883257.626872|1708432125107|1.3792|1.382||MINA|1|||||||SPOT|5|1622508605000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
EOSUSDT|EOS-USDT|0.8022|555.88058|0.8021|555.88058|0.802|854.444747|0.7807|0.8063|0.7745|8721813.0758189495|11040381.449405|1708432125004|0.792|0.784||EOS|1|||||||SPOT|10|1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|1||USDT||live||0.0001|
DOTUSDC|DOT-USDC|7.841|32.742421|7.841|63.767376|7.839|127.983644|7.791|8.149|7.627|326352.757589121|41622.269153|1708432123207|8.031|7.739||DOT|1|||||||SPOT|10|1653286331000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|0.1||USDC||live||0.001|
LOOKSUSDC|LOOKS-USDC|0.08186|10.1519|0.082|2914.9721|0.08177|692.916|0.08282|0.08445|0.0792|34743.051400958|423492.4542|1708432123012|0.08306|0.0821||LOOKS|1|||||||SPOT||1654585199000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.00001|
GMXUSDT|GMX-USDT|48.87|1.3937|48.85|0.1023|48.84|6|48.47|49.87|47.12|1267923.341564|26136.6616|1708432123305|49.07|48.65||GMX|1|||||||SPOT|5|1672900108000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|0.1||USDT||live||0.01|
SHIBBTC|SHIB-BTC|0.000000000188|11921728|0.000000000189|592413690|0.000000000188|130375545|0.000000000187|0.000000000192|0.000000000186|1.594111674441|8432598924|1708432116707|0.000000000191|0.000000000189||SHIB|1|||||||SPOT||1666675534000|1|9999999999999999.0000000000000000|20000000|9999999999999999|1000000|999999|999999|9999999999999999.0000000000000000|9999999999999999.0000000000000000|100000||BTC||live||0.000000000001|
GRTUSDT|GRT-USDT|0.2494|2437.5|0.2494|7640.710084|0.2492|13645.034577|0.2621|0.2662|0.2424|7563889.2564634303|30039933.776744|1708432124812|0.245|0.2552||GRT|1|||||||SPOT|5|1608242400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
PHAUSDT|PHA-USDT|0.1329|11.540487|0.1332|79.764707|0.1329|2237.422912|0.1314|0.1341|0.1225|205620.1904982311|1597034.753874|1708432125011|0.1277|0.1276||PHA|1|||||||SPOT||1548133413000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|10||USDT||live||0.0001|
YGGUSDC|YGG-USDC|0.545|483.732|0.5467|914.5904|0.5461|915.5679|0.5568|0.5704|0.5324|37850.80703261|68828.9113|1708432117107|0.5635|0.543||YGG|1|||||||SPOT||1658816142000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|10||USDC||live||0.0001|
SKLUSDT|SKL-USDT|0.0923|1081.543176|0.09241|415.625737|0.0923|5416.676259|0.09326|0.09429|0.0893|176285.8606889897|1910351.45648|1708432122309|0.093|0.09321||SKL|1|||||||SPOT||1617008400000|0.000001|999999999999.0000000000000000|20000000|999999999999|1000000|1000000|1000000|999999999999.0000000000000000|999999999999.0000000000000000|100||USDT||live||0.00001|
MINAUSDC|MINA-USDC|1.37|6.0914|1.3674|31.285|1.365|777.4664|1.4|1.4|1.33|41695.21602727|30221.2243|1708432124506|1.37|1.3761||MINA|1|||||||SPOT||1656388045000|0.0001|99999999999999.0000000000000000|20000000|99999999999999|1000000|1000000|1000000|99999999999999.0000000000000000|99999999999999.0000000000000000|1||USDC||live||0.0001|
