gen_name|original_name|best_bid|best_ask|best_bid_qty|best_ask_qty|last_price|last_qty|open24h|high24h|low24h|price_change24h|volume24h|volume_usd24h|quote_volume24h|display_name_x|quote_index_price|index_price|index_high24h|index_low24h|index_price_change24h|base_currency|quote_currency|display_name_y|base_display_name|quote_display_name|price_step|qty_step|qty_min|quote_qty_step|quote_qty_min|taker_fee_rate|maker_fee_rate|groups|group_steps|status|display_status
TONCOINUSDT|TONCOIN-USDT|2.220100000000|2.221200000000|26.482100000000|22.222600000000|2.220500000000|79.096900000000|2.182100000000|2.229700000000|2.181100000000|0.017597726960|332399.901500000000|736172.754469900263|735645.783641610000|TON-USDT||||||TONCOIN|USDT|TON-USDT|TON|USDT|0.0001|0.0001|0.0001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
TRXUSDT|TRX-USDT|0.131600000000|0.131800000000|595.800000000000|379.500000000000|0.131700000000|1456.600000000000|0.130000000000|0.131900000000|0.130000000000|0.013076923077|25572666.300000000000|3354617.566165052309|3352089.418630000000|TRX-USDT||||||TRX|USDT|TRX-USDT|TRX|USDT|0.0001|0.1|0.1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
UNIUSDT|UNI-USDT|7.542000000000|7.594000000000|20.000000000000|20.000000000000|7.560000000000|110.850000000000|7.009000000000|7.671000000000|6.997000000000|0.078613211585|273043.700000000000|2016320.643287034535|2014765.484640000000|UNI-USDT||||||UNI|USDT|UNI-USDT|UNI|USDT|0.001|0.01|0.01|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
USDUSDT|USD-USDT|0.999500000000|0.999600000000|100045.000000000000|100045.000000000000|0.999400000000|957.000000000000|0.999200000000|0.999700000000|0.998900000000|0.000200160128|44076.350000000000|44077.229984338250|44038.766290000000|USD-USDT||||||USD|USDT|USD-USDT|USD|USDT|0.0001|1|1|0.000000000001|10|0.000050000000|0.000000000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
USDVUSDT|USDV-USDT|0.999100000000|0.999200000000|41292.000000000000|21169.000000000000|0.998700000000|26.000000000000|0.998900000000|0.999600000000|0.998100000000|-0.000200220242|12542.000000000000|12538.716981564116|12528.205000000000|USDV-USDT||||||USDV|USDT|USDV-USDT|USDV|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
VOLTUSDT|VOLT-USDT|0.000000310000|0.000000420000|97377958.000000000000|24365853.000000000000|0.000000370000|34105631.000000000000|0.000000360000|0.000000400000|0.000000320000|0.027777777778|847943017247.000000000000|302628.434308160422|302395.988576370000|VOLT-USDT||||||VOLT|USDT|VOLT-USDT|VOLT|USDT|0.00000001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|1
WEMIXUSDT|WEMIX-USDT|2.267000000000|2.288300000000|16.000000000000|83.000000000000|2.275800000000|11.000000000000|2.343000000000|2.344200000000|2.250200000000|-0.028681177977|95929.000000000000|219881.836244301781|219718.063900000000|WEMIX-USDT||||||WEMIX|USDT|WEMIX-USDT|WEMIX|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
WLDUSDT|WLD-USDT|3.790000000000|3.803000000000|16.000000000000|15.000000000000|3.791100000000|35.000000000000|3.086600000000|3.971600000000|3.072300000000|0.228244670511|642221.000000000000|2162977.003123591636|2161284.782700000000|WLD-USDT||||||WLD|USDT|WLD-USDT|WLD|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
XAUTUSDT|XAUT-USDT|1999.000000000000|2007.000000000000|0.799900000000|0.799700000000|2000.000000000000|0.001200000000|1989.000000000000|2006.000000000000|1987.000000000000|0.005530417295|172.766500000000|345612.963607960962|345360.810800000000|XAUT-USDT||||||XAUT|USDT|XAUT-USDT|XAUT|USDT|1|0.0001|0.0001|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['1.000000000000', '10.000000000000', '100.000000000000', '1000.000000000000']|1|1
XLMUSDT|XLM-USDT|0.116200000000|0.116900000000|13000.000000000000|12997.000000000000|0.116300000000|8738.000000000000|0.115200000000|0.117600000000|0.114200000000|0.009548611111|10082663.000000000000|1169054.336008315240|1168166.785300000000|XLM-USDT||||||XLM|USDT|XLM-USDT|XLM|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
XPEUSDT|XPE-USDT|0.364700000000|0.375900000000|58.000000000000|58.000000000000|0.370300000000|71.000000000000|0.409800000000|0.411100000000|0.364800000000|-0.096388482186|600350.000000000000|237689.886101504180|237511.442200000000|XPE-USDT||||||XPE|USDT|XPE-USDT|XPE|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
XRPUSDT|XRP-USDT|0.568200000000|0.568700000000|2111.000000000000|2069.000000000000|0.568300000000|2273.000000000000|0.546000000000|0.579000000000|0.542300000000|0.040842490842|7212129.000000000000|4019506.843272193809|4016451.415900000000|XRP-USDT||||||XRP|USDT|XRP-USDT|XRP|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
YFIUSDT|YFI-USDT|0.500000000000||20.000000000000||7867.860000000000|0.003220000000|7690.120000000000|7973.490000000000|7657.600000000000|0.023112773273|29.517670000000|230254.442476475533|230083.479516200000|YFI-USDT||||||YFI|USDT|YFI-USDT|YFI|USDT|0.01|0.00001|0.00001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
BCHBTC|BCH-BTC|0.005182000000|0.005186000000|2.246000000000|0.282000000000|0.005182000000|0.041000000000|0.005304000000|0.005325000000|0.005125000000|-0.023001508296|3384.487000000000|915487.006249059036|17.587358889000|BCH-BTC||||||BCH|BTC|BCH-BTC|BCH|BTC|0.000001|0.001|0.001|0.000000000001|0.0001|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|1
ETHBTC|ETH-BTC|0.054641000000|0.054660000000|0.003900000000|1.000000000000|0.054646000000|0.000100000000|0.053419000000|0.054941000000|0.053288000000|0.022969355473|10944.245200000000|30916764.508591125995|593.021354095700|ETH-BTC||||||ETH|BTC|ETH-BTC|ETH|BTC|0.000001|0.0001|0.0001|0.000000000001|0.000001|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|1
